CHICAGO CHAPTER AMERICAN PAYROLL ASSOCIATION|4740 N CUMBERLAND AVE CHICAGO IL 60656-4239|Promotion of Business Community Improvement Capacity Building|False|2014|2014|47208|42519|52329|3810|7185|37695
CHICAGO MIKVAH ASSOCIATION INC|3110 W TOUHY AVE CHICAGO IL 60645-2836||True|2016|2015|502023|436398|2263633|504405|181127|320777
CHRIST CARES MINISTRIES|531 W DEMING PL APT 415 CHICAGO IL 60614-6421|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|False|2013|2013|0||1|0|0|0
CHICAGO LOOP ALLIANCE|27 E MONROE ST SUITE 900A CHICAGO IL 60603-5600|Promotion of Business Community Improvement Capacity Building|True|2015|2015|2627707|2853394|406538|47103|166875|2456883
CHICAGO REHABILITATION NETWORK|140 S DEARBORN ST STE 1420 CHICAGO IL 60603-5208|Housing Development Construction Management Housing Shelter|True|2015|2015|626694|721650|412095|97727|626687|0
CHICAGO CONSERVATORY OF MUSIC INC|410 S MICHIGAN AVE CHICAGO IL 60605-1308|Performing Arts Schools Arts Culture and Humanities|True|2016|2015|1225|630|3405|0|1225|0
CHICAGO PRAIRIE TENNIS CLUB|PO BOX 15042 CHICAGO IL 60615-5138|Amateur Sports Clubs Leagues N.E.C. Recreation Sports Leisure Athletics|True|2015|2015|6225|9181|28135|0|0|3100
CHICAGO YACHT CLUB|400 E MONROE ST CHICAGO IL 60603-6403||True|2015|2015|7024248|6881045|7593648|644488|0|4135254
CHILDRENS INTER CITY EDUCATION FUND|70 WEST MADISON CHICAGO IL 60602|Single Organization Support Educational Institutions and Related Activities|False|2014|2013|14|53183|99206|1|0|1
CHILDRENS RESEARCH FUND-JUNIOR BOARD|225 E CHICAGO AVE CHICAGO IL 60611-2991|Birth Defects Genetic Diseases Research Medical Research|True|2015|2015|6700|5273|2866|0|0|0
CHICAGO-CHINA ECONOMIC DEVELOPMENT CENTER|177 N STATE STREET CHICAGO IL 60601|Economic Development Community Improvement Capacity Building|False|2011|2011|200151|360495|28525|0|200000|0
CHILDREN OF PURE HEART|2211 W MORSE AVE CHICAGO IL 60645-4819|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|False|2009|||||||
CHICAGO JUDO BLACK BELT ASSN INC|4427 N CLARK ST CHICAGO IL 60640-5403|Olympics Committees and Related International Competitions Recreation Sports Leisure Athletics|False|2013|2012|1990|2505|17969|0|0|0
CHICAGO WRITERS CONFERENCE|5315 N CLARK ST CHICAGO IL 60640-2290|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015|62342|50963|39328|4229|500|61842
CHICAGO TAP THEATRE NFP MARK YONALLY|1624 W WINONA STE 2 CHICAGO IL 60640-2708|Theater Arts Culture and Humanities|True|2015|2015|134843|134391|6235|0|48557|75929
CHICAGO MEZUZAH AND MITZVAH CAMPAIGN|2939 W TOUHY AVE CHICAGO IL 60645-2937|Jewish Religion-Related Spiritual Development|True|2015|2014|944633|920688|193093|2908|666182|274586
CHICAGO DISTRICT COUNCIL OF CARPENTERS WELFARE FUND|12 EAST ERIE STREET CHICAGO IL 60611-2795||True|2015|2015|286062113|193422561|620676452|55552453|0|272976717
CHICAGO CITYWIDE LITERACY COALITION|641 W LAKE ST STE 200 CHICAGO IL 60661-1308|Remedial Reading Reading Encouragement Educational Institutions and Related Activities|True|2016|2015|246625|170680|199295|700|246625|0
CHICAGO COMMUNITY BOND FUND|2527 N MARSHFIELD AVE CHICAGO IL 60614-1907|Services to Prisoners and Families - Multipurpose Crime Legal-Related|True|2015|2015|119527|20934|98593|0|117076|0
CHICAGO ASTRONOMICAL SOCIETY|PO BOX 30287 CHICAGO IL 60630-0287||False|2014|2014|1279|15677|32697|15000|100|0
CHICAGO DUGSI CENTER INC CHICAGO DUGSI CENTER|2514 W THORNDALE AVE CHICAGO IL 60659-5015|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2015|2015|362612|114823|1325908|0|362612|0
CHICAGO CITY SOCCER CLUB|1765 N ELSTON AVE STE 103 CHICAGO IL 60642-1501|Recreation Sports Leisure Athletics N.E.C.|False|2014|2014|793980|711969|82011|0|709185|84795
CHICAGO BASEBALL MUSEUM|333 W WACKER DRIVE CHICAGO IL 60606-1220|Museum Museum Activities Arts Culture and Humanities|True|2016|2016|0|28462|43076|115240|0|0
CHICAGO DANCERS UNITED|200 W JACKSON BLVD STE 2100 CHICAGO IL 60606-6944|Dance Arts Culture and Humanities|True|2015|2015|172682|25043|147639|0|167510|0
CHICAGO MUDCATS SPORT AND SOCIAL CLUB CHICAGO MUDCATS|7137 W SUMMERDALE AVE CHICAGO IL 60656-1944|Amateur Sports Clubs Leagues N.E.C. Recreation Sports Leisure Athletics|True|2015|2015|191130|76010|115130|200|0|0
CHICAGO SISTER CITIES INTERNATIONAL PROGRAM INC JULIA DRISCOLL DIRECTOR|177 N STATE ST STE 500 CHICAGO IL 60601|Promotion of International Understanding International Foreign Affairs and National Security|False|2012|2012|894122|867975|422306|43594|905381|70625
CHICAGO LEGAL CLINIC INC|2938 E 91ST ST CHICAGO IL 60617-4208|Legal Services Crime Legal-Related|True|2015|2015|2612846|2753536|2358285|654397|1786657|845813
CHICAGO CENTRAL AREA COMMITTEE|161 N CLARK ST STE 4300 CHICAGO IL 60601-3315||True|2015|2015|129541|134156|1260|0|0|0
CHICAGO PUBLIC ART GROUP|600 W CERMAK RD STE 3B CHICAGO IL 60616-4880|Visual Arts Organizations Arts Culture and Humanities|True|2015|2015|784370|651531|229832|43200|125402|667880
CHICAGO COALITION FOR THE HOMELESS|70 E LAKE ST STE 720 CHICAGO IL 60601-5963|Unknown (L00A) Housing Shelter|True|2015|2015|2651152|2359609|2146687|25339|2395802|28861
CHICAGO GAY MENS CHORUS|5756 N RIDGE AVE STE 1 CHICAGO IL 60660-5332||True|2015|2015|313165|335179|80142|16013|180042|110360
CHICAGOLAND TOYS FOR TOTS MOTORCYCLE PARADE|PO BOX 388500 CHICAGO IL 60638-8500|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|106747|106602|102974|1643|51936|0
CHICAGO CHURCH DEVELOPMENT FOUNDATION|222 S RIVERSIDE PLZ STE 2800 CHICAGO IL 60606|Christian Religion-Related Spiritual Development|True|2015|2013|22|95276|183329|0|0|0
CHILDRENS CENTER FOR LEARNING CAPACITIES|6901 S BENNETT AVE CHICAGO IL 60649-1503||True|2016|2016|0||1|0|0|0
CHRISTIAN HERITAGE TRAINING CENTER COMMUNITY CHURCH|PO BOX 378284 CHICAGO IL 60637-8284|Christian Religion-Related Spiritual Development|True|2015|||||||
CHICAGO LATVIAN ASSOCIATION INC|4146 N ELSTON AVE CHICAGO IL 60618-1828||True|2016|2015|101179|98153|112492|0|3695|0
CHICAGOLAND CRANE ASSOCIATION|500 N MICHIGAN AVE CHICAGO IL 60611-3777|Boards of Trade Community Improvement Capacity Building|False|2010|||||||
CHICAGO CHAMBER CHOIR|PO BOX 409430 CHICAGO IL 60640-9430|Singing Choral Arts Culture and Humanities|True|2016|2015|50823|52046|11195|0|26785|24031
CITY OF CHICAGO HEIGHTS RHF PLAN|3963 W BELMONT AVE STE 6 CHICAGO IL 60618-5129|Voluntary Employees Beneficiary Associations (Non-Government) Mutual/Membership Benefit Organizations Other|False|2013|2013|76696|26898|367179|0|0|72340
CHICAGO HOUSE AND SOCIAL SERVICE AGENCY|1925 N CLYBOURN AVE STE 401 CHICAGO IL 60614-7397|AIDS Diseases Disorders Medical Disciplines|True|2016|2015|6193552|6521593|4791221|670871|6093112|143576
CHRISTINE B GRAHAM TRUST 03023 00 9 CENTERRE TRUST|135 S LASALLE ST CHICAGO IL 60603-4177||True|2016|2015|8419|18679|196892|0|0|0
CHICAGO OFFICE OF TOURISM & CULTURE|333 WEST WACKER DRIVE CHICAGO IL 60606-1220|Philanthropy Voluntarism and Grantmaking Foundations N.E.C.|False|2014|2014|4825|5007442|0|0|0|0
CINTA TR|PO BOX 803878 CHICAGO IL 60680-3878|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|||||||
CHRISTINE AND PAUL BRANSTAD FAMILY FOUNDATION|400 W ERIE ST STE 100 CHICAGO IL 60654-6911|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|386157|482394|5509750|0|0|0
CHICAGO ORGANIZATION FOR EDUCATION DISCIPLINE & SPORTS CORPORATION COEDS URBAN STYLE ATHLETICS|1453 E 72ND ST CHICAGO IL 60619-1509|Basketball Recreation Sports Leisure Athletics|False|2005|||||||
CHICAGO YOUTH DEVELOPMENT PROGRAM|2343 S TROOP ST CHICAGO IL 60608|Youth Development Programs Other Youth Development|False|2011|2011|10547|10461|86|16523|10547|0
CHICAGO CENTER FOR JEWISH GENETIC DISORDERS|30 SOUTH WELLS STREET NO 4049 CHICAGO IL 60606-5054|Single Organization Support Health — General and Rehabilitative|True|2015|2015|264472|448615|1002656|0|226349|2300
CHICAGO BIBLE SOCIETY|4300 N HERMITAGE ROOM 109 CHICAGO IL 60613-1106|Services to Prisoners and Families - Multipurpose Crime Legal-Related|True|2015|2015|201520|236445|84168|0|187154|14148
CHICAGO FESTIVAL ASSOCIATION|1507 E 53RD ST 102 CHICAGO IL 60615-4573|Arts Culture and Humanities N.E.C.|True|2015|2015|487286|493339|3705|15442|0|487286
CHRIST UNIVERSAL TEMPLE|11901 S ASHLAND AVE CHICAGO IL 60643-5495||False|2014|||||||
CHILDREN OF THE QUARAN ISLAMIC INSTITUTE|PO BOX 8422 CHICAGO IL 60608-0422|Unknown / Unclassified|False|2013|2013|1589|1589|1|0|1589|0
CHICAGO FILM SOCIETY|1635 E 55TH ST CHICAGO IL 60615-5838|Film Video Arts Culture and Humanities|True|2015|2015|37836|15884|25811|0|23842|13960
CHICAGO LOOP ALLIANCE FOUNDATION|27 E MONROE ST STE 900A CHICAGO IL 60603-5671|Education N.E.C.|True|2015|2015|325128|257951|252225|20924|0|204015
CITY LIGHTS COMMUNITY OUTREACH CORP|7545 S VINCENNES AVE CHICAGO IL 60620-1620|Unknown / Unclassified|False|2009|||||||
CHICAGO LOWER EXTREMITY SURGICAL FOUNDATION|2641 W ARMITAGE AVE APT 3 CHICAGO IL 60647-9764|Surgery Diseases Disorders Medical Disciplines|True|2015|2015|194520|171818|111151|1300|3700|190820
CHICAGO NEIGHBORS UNITED INC|1513 N LATROBE UNIT 1 CHICAGO IL 60651-1410|Youth Development Programs Other Youth Development|True|2015|2015|13850|14496|2538|0|13850|0
CHICAGO PHOTOGRAPHY CENTER NFP CHICAGO PHOTOGRAPHY CENTER|621 W BELMONT AVE CHICAGO IL 60657-4510|Adult Continuing Education Educational Institutions and Related Activities|False|2014|2014|172817|157932|11401|5642|18024|108202
CHRIST CENTER OF HOPE ASSEMBLY OF GOD|5524 N KEDZIE AVENUE CHICAGO IL 60625-0000||False|2011|2011|252939|278084|47662|820|0|252939
CHICAGO HERPETOLOGICAL SOCIETY|2430 N CANNON DR CHICAGO IL 60614-2874||True|2016|2015|13141|30077|54225|0|4357|817
CHICAGO DANCEMAKERS FORUM|159 E WALTON PL APT 20A CHICAGO IL 60611-1994|Arts Culture and Humanities N.E.C.|True|2015|2015|323765|220638|125325|22198|337312|0
CHICAGO LAWYERS COMMITTEE FOR CIVIL RIGHTS UNDER LAW INC|100 N LA SALLE ST STE 600 CHICAGO IL 60602-3550|Public Interest Law Litigation Crime Legal-Related|True|2016|2015|1811139|2048957|1203435|78700|1494430|160746
CHICAGO FM CLUB|6348 N MILWAUKEE UNIT 103 CHICAGO IL 60646-3728|Disaster Preparedness and Relief Services Public Safety Disaster Preparedness and Relief|False|2009|||||||
CHICAGO MSA|3023 N CLARK STREET CHICAGO IL 60657-5200|Fund Raising Organizations That Cross Categories Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2015|619091|600204|198437|56878|79983|539042
CINECARES FOUNDATION|2621 W 15TH PL CHICAGO IL 60608-1712|Fund Raising and/or Fund Distribution Arts Culture and Humanities|True|2015|2015|96262|23419|95467|19742|370312|0
CHICAGO BLUES MUSEUM C-O GREGG PARKER|PO BOX 81401 CHICAGO IL 60681-0401|History Museums Arts Culture and Humanities|False|2007|||||||
CHILDRENS HOME SOCIETY OF AMERICA|125 S WACKER DRIVE CHICAGO IL 60606-4424|Children's Youth Services Human Services — Multipurpose and Other|True|2016|2016|135771|114479|85229|14683|31771|0
CHICAGO RECOVERING COMMUNITIES COALITION|5142 W BELDEN ST CHICAGO IL 60639-3102|Health - General and Rehabilitative N.E.C.|False|2013|2013|12000|8054|3946|0|12000|0
CHICAGO COUNCIL OF LAWYERS|750 N LAKE SHORE DR FL 4 CHICAGO IL 60611-4557||True|2016|2015|32840|29356|37092|0|300|0
CHICAGO POSTAL EMLOYEES SOCIAL AND RECREATION COMMITTEE|433 W HARRISON CHICAGO IL 60699-3916|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|True|2015|2015|0||0|0|0|0
CHICAGO MINORITY SUPPLIER DEVELOPMENT COUNCIL INC|105 W ADAMS ST STE 2300 CHICAGO IL 60603-6233|Business and Industry Community Improvement Capacity Building|True|2015|2015|3032662|3123584|1124256|149143|2136656|895604
CHICAGOLAND BROWNCOATS|4300 S SAWYER AVE CHICAGO IL 60632-2817|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2012|||||||
CHICAGO FOOTBALL CLASSIC INC|41 W 84TH ST CHICAGO IL 60620-1251|Football Clubs Leagues Recreation Sports Leisure Athletics|True|2015|2015|856435|787797|58556|144351|0|856435
CHICAGO JEWISH HISTORICAL SOCIETY|610 S MICHIGAN AVE STE 803 CHICAGO IL 60605-1901||True|2016|2016|56264|48363|144103|0|27382|5630
CHICAGO JEWELERS ASSOCIATION|PO BOX 501 CHICAGO IL 60690-0501||True|2016|2016|44537|33634|100825|0|0|0
CHICAGO CHINATOWN COMMUNITY FOUNDATION|21698 S CHINA PLACE CHICAGO IL 60616-0000|Human Services - Multipurpose and Other N.E.C.|True|2016|2015|110695|50183|102004|5500|96500|14062
CHICAGO CRIME COMMISSION|PO BOX 8021 CHICAGO IL 60680-8021|Administration of Justice Courts Crime Legal-Related|True|2015|2015|490842|442690|176625|14461|469055|0
CHICAGO TUMOR INSTITUTE|5801 S ELLIS AVE CHICAGO IL 60637-5418||True|2016|2015|0||1|0|0|0
CHICAGO MUNICIPAL EMPLOYEES CREDIT UNION|18 S MICHIGAN AVE 10TH FL CHICAGO IL 60603-3200||True|2015|2015|2551611|2686316|37119639|32023514|0|2395560
CHICAGO FAIR TRADE|637 S DEARBORN 3RD FLR CHICAGO IL 60605-1936|Adult Continuing Education Educational Institutions and Related Activities|True|2016|2015|69296|70867|0|0|15403|0
CHICAGO TRACT SOCIETY|77 W WASHINGTON ST STE 1119 CHICAGO IL 60602-3257||True|2015|2014|90095|96669|76710|0|1000|0
CHICAGO TEACHERS UNION FOUNDATION INC|1901 W CARROLL AVE CHICAGO IL 60612-2401||True|2015|2015|43413638|2359888|54444288|477313|0|0
CONCORDIA PLACE|3300 N WHIPPLE ST CHICAGO IL 60618-5718|Child Day Care Human Services — Multipurpose and Other|True|2015|2015|4427368|4466715|2168649|573440|1048538|3236391
CONROE NORMAL AND INDUSTRIAL COLLEGE TRUST|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Undergraduate College (4-year) Educational Institutions and Related Activities|True|2015|2014|38288|73083|425671|0|0|0
COMBINED OTOLARYNGOLOGY SPRING MEETINGS LLC|633 N ST CLAIR ST CHICAGO IL 60611-3234|Unknown / Unclassified|True|2016|2015|1289683|1170605|674074|57763|42337|1239532
DAVID AND SUSAN SCHOENHOLZ FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|66415|209725|1078922|0|0|0
COMMUNITY DEVELOPMENT INSTITUTE|7836 S UNION AVE CHICAGO IL 60620-2409|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|True|2015|2015|2546106|2477216|206577|297276|2533221|6559
CORINNE H DALE FAMILY FOUNDATION|135 S LASALLE ST CHICAGO IL 60603-4177|Philanthropy Voluntarism and Grantmaking Foundations N.E.C.|True|2016|2014|72482|41790|564584|0|0|0
COLLEGE OF DIPLOMATES OF THE AMERICAN BOARD OF ENDODONTICS|211 E CHICAGO AVE STE 1100 CHICAGO IL 60611-2687|Recreational and Sporting Camps Recreation Sports Leisure Athletics|True|2015|2015|224500|134177|197600|1979|224500|0
DAVID C & SARAJEAN RUTTENBERG ARTS FOUNDATION|1101 W MONROE ST STE 200 CHICAGO IL 60607-2513||True|2016|2014|-538822|122948|6614407|96551|224861|0
CLARK-FOUTE TR 032597 UA CLARK BENJAMIN C JR TTEE|PO BOX 803878 CHICAGO IL 60680-3878|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|22787|16296|218109|0|0|0
COUNCIL FOR A PARLIAMENT OF THE WORLDS RELIGIONS|70 E LAKE ST STE 205 CHICAGO IL 60601-7648||True|2015|2015|3267900|2346169|962410|270009|1319498|1938463
CORNERSTONE COMMUNITY OUTREACH|4628 N CLIFTON AVE CHICAGO IL 60640-5014|Community Service Clubs Community Improvement Capacity Building|True|2016|2015|3113194|3383374|3736599|4367903|2950885|50409
CIVITAS ENSEMBLE CIVITAS|PO BOX 60921 CHICAGO IL 60660-0921|Symphony Orchestras Arts Culture and Humanities|True|2015|2015|102265|65073|132520|0|85269|16996
COFFMAN FOUNDATION|233 S WACKER DR STE 7800 CHICAGO IL 60606-6459|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|83607|76007|913012|0|0|1
COB CONNECTION|1117 N SACRAMENTO AVE CHICAGO IL 60622-2735|Environmental Education and Outdoor Survival Programs Environmental Quality Protection and Beautification|False|2009|||||||
DANCE COLECTIVE|3025 W ADDISON ST APT 3 CHICAGO IL 60618-4565|Performing Arts Centers Arts Culture and Humanities|True|2016|2016|52248|41228|54858|401|39412|5860
COMPASSION TO THE RESCUE|332 S MICHIGAN AVE RM 10-C338 CHICAGO IL 60604-4434|Community Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|||||||
CLINTON FAMILY FUND|5824 S NASHVILLE AVE CHICAGO IL 60638-3323|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|1127534|1256025|18676490|277640|0|27115
DANVILLE PRESERVATION CORPORATION|325 N WELLS 8TH FLOOR CHICAGO IL 60654-7023|Housing Rehabilitation Housing Shelter|True|2016|2015|1889538|2146363|7464628|7566563|0|1868557
DAVID & BARBARA WHITWAM FOUNDATION INC|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2014|107541|166289|1567043|0|0|0
DAGUERRE TRUST FUND 02-61916|PO BOX 803878 CHICAGO IL 60680-3878|Roman Catholic Religion-Related Spiritual Development|True|2016|2016|9639|16949|270438|0|0|0
DANIEL MURPHY SCHOLARSHIP FUND|309 W WASHINGTON ST STE 1250 CHICAGO IL 60606-3207||True|2015|2015|4738243|3390736|9228019|1597925|4825764|0
COMPASSIONATE CARE NETWORK|6348 N MILWAUKEE AVE CHICAGO IL 60646-3728|Ambulatory Health Center Community Clinic Health — General and Rehabilitative|True|2015|2015|99064|98574|42853|0|87717|8662
CODE FAMILY FOUNDATION|30 S WACKER DR STE 1600 CHICAGO IL 60606-7432|Public Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|6424482|4204192|25661414|0|3037430|78873
COORDINATED ADVICE AND REFERRAL PROGRAM FOR LEGAL SERVICES C-O LAWYERS TRUST FUND OF ILLINOIS|17 N STATE ST STE 1850 CHICAGO IL 60602-3492|Human Services - Multipurpose and Other N.E.C.|True|2016|2016|1917585|2111998|1611572|76348|1983055|10997
CORPUS CHRISTI ALUMNI ASSOCIATION|8435 S COTTAGE GROVE AVE CHICAGO IL 60619-6113|Alumni Associations Educational Institutions and Related Activities|True|2016|2016|13935|5667|8272268|8261629|13935|0
DA HAMEL FAMILY CHARITABLE TRUST|10 S DEARDON 21ST FL CHICAGO IL 60603-0000||True|2015|2014|1304390|988516|14920713|0|0|0
COALITION OF AFRICAN ARAB ASIAN EUROPEAN AND LATINO IMMIGRANTS|4300 N HERMITAGE AVE CHICAGO IL 60613|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|False|2012|2012|186642|325912|209079|93881|41531|143112
COLUMBIA YACHT CLUB|111 N LAKE SHORE DR CHICAGO IL 60601-7342||True|2015|2015|2563910|2498315|3346961|381117|0|1605664
CY PEISER FOUNDATION|5415 N SHERIDAN RD APT 3006 CHICAGO IL 60640|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|4701|5448|88226|0|0|0
CLEMENS FAMILY FOUNDATION|233 S WACKER DR STE 6600 CHICAGO IL 60606-6360||True|2015|2014|170990|148022|1787211|1|0|15
COLLINS FAMILY FOUNDATION|333 W WACKER DR STE 1700 CHICAGO IL 60606-1247|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|206511|396644|4974574|76000|2315|151
COLLECTORS CLUB OF CHICAGO|1029 N DEARBORN ST CHICAGO IL 60610-2803||True|2015|2014|120544|128481|1249909|1|0|3
COMMUNITY TELEVISION NETWORK|2918 W BLOOMINGDALE AVE STE B1 CHICAGO IL 60647-0000|Television Arts Culture and Humanities|True|2015|2015|172408|293817|373350|118931|47708|122375
COOPERATIVE IMAGE GROUP|6152 N HOYNE CHICAGO IL 60659-4262|Arts Cultural Organizations - Multipurpose Arts Culture and Humanities|False|2010|||||||
COMMUNICATION WORKERS OF AMERICA 34071|17 N STATE ST STE 1700 CHICAGO IL 60602-3293||True|2016|2015|396392|428092|290783|52910|0|291705
CONLON WILDLIFE FOUNDATION|1101 W LAKE ST 1ST FLOOR CHICAGO IL 60607-1640|Animal Protection and Welfare Animal-Related|False|2011|2011|1|315|807|0|0|0
DAN MINISTRIES|PO BOX 439332 CHICAGO IL 60643-9332|Protestant Religion-Related Spiritual Development|False|2009|||||||
COL HENRY CROWN SCHOLARSHIP FUND WEBER GERALD A TTEE|222 N LA SALLE ST STE 2000 CHICAGO IL 60601-1109||True|2016|2014|408986|89409|834283|0|0|0
CORNERSTONE COMMUNICATIONS INC|939 W WILSON AVE CHICAGO IL 60640|Christian Religion-Related Spiritual Development|False|2014|2013|24033|4060|0|178815|0|0
CULINARY CARE|2052 N LARRABEE ST CHICAGO IL 60614-4419|Food Service Free Food Distribution Programs Food Agriculture and Nutrition|True|2015|2015|160087|102719|96251|0|160056|0
D 3 FAMILY FOUNDATION|7837 S EBERHART AVE CHICAGO IL 60619|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|False|2012|2012|1||1|0|0|0
DANCING SKIES FOUNDATION|134 N LASALLE STREET NO 1050 CHICAGO IL 60602-0000|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|5050746|564518|8528781|1|0|0
COFFEE KIDS INC|4043 N RAVENSWOOD AVE STE 225 CHICAGO IL 60613|Children's Youth Services Human Services — Multipurpose and Other|True|2015|2014|515323|774570|175074|13349|515170|0
COMMUNITY AND ECONOMIC DEVELOPMENT ASSOCIATION OF COOK COUNTY INC|567 W LAKE ST STE 1200 CHICAGO IL 60661-1405|Community Neighborhood Development Improvement (General) Community Improvement Capacity Building|True|2016|2015|166449999|163246819|31493987|26840764|165350469|376376
CO-TR UW CHARLES J LYNN 200243 AMERICAN FLETCHER NAT BK & TR CO|10 S DEARBORN CHICAGO IL 60603-2300|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|3062053|2678963|44756931|0|0|0
COLUMBIA COLLEGE CHICAGO|600 SOUTH MICHIGAN AVENUE CHICAGO IL 60605-1900|Undergraduate College (4-year) Educational Institutions and Related Activities|True|2016|2015|258810940|253103517|421934750|131876599|14149450|235833511
CLASS RING COUNCIL|330 N WABASH AVE STE 2000 CHICAGO IL 60611-7621|Promotion of Business Community Improvement Capacity Building|False|2009|||||||
CONRAN FIRE DEPT MEDAL FUND T-13609 CHEMICAL BK PT TAX DEPT|10 S DEARBORN CHICAGO IL 60603|Fire Prevention Protection Control Public Safety Disaster Preparedness and Relief|False|2014|2013|4290|2978|94145|0|0|0
CITY OF HOPE 184 HOWARD S GOLDEN|20 N WACKER DR STE 750 CHICAGO IL 60606-2811|Cancer Diseases Disorders Medical Disciplines|False|2006|||||||
COPRODELI USA|703 W MONROE ST CHICAGO IL 60661-3515|Fund Raising and/or Fund Distribution International Foreign Affairs and National Security|True|2015|2015|246296|229720|83927|0|246275|0
CLIFFORD G AND GRACE A FERRIS FOUNDATION|111 W MONROE ST FL 10C CHICAGO IL 60603-4098|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015|21526|11450|199586|0|15001|0
CUBE|7663 N ROGERS AVE 3RD FL CHICAGO IL 60626-1207|Commemorative Events Arts Culture and Humanities|False|2014|2013|12743|22352|10589|0|7626|5117
DAVID & LINDA MOSCOW FOUNDATION|414 N ORLEANS ST STE 320 CHICAGO IL 60654-4466|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014|83018|116808|1520283|0|0|0
CRANE FOUNDATION TRUST SOLOMON A WEISGAL TTEE|118 S CLINTON NO STE200 CHICAGO IL 60661-3628|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|3301|50015|203763|1|0|0
CITYFRONT CENTER WEST ASSOCIATION|455 N CITYFRONT PLAZA DR STE 2000 CHICAGO IL 60611-5379||True|2015|2015|409687|488426|2256872|75571|0|409687
DAUTEN FAMILY FOUNDATION|155 N WACKER DR STE 4150 CHICAGO IL 60606-1788|Mental Health Disorders Mental Health Crisis Intervention|True|2015|2014|1||1|1|0|0
COMMUNITIES IN SCHOOLS OF CHICAGO|815 W VAN BUREN ST STE 300 CHICAGO IL 60607-3568||True|2015|2015|2448631|2042358|1174394|83910|2447947|0
CLEAVE FAMILY FOUNDATION|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014|142499|27081|562532|0|100000|0
CITY OF HOPE 612 BOBBY BLECHMAN MEM CHAP|20 N WACKER DR STE 750 CHICAGO IL 60606-2811|Cancer Diseases Disorders Medical Disciplines|False|2006|||||||
D ESTEE INC|PO BOX 4377 CHICAGO IL 60680-4377||True|2015|2015|186065|208024|1328130|706300|120874|4600
CLAIRE ROSEN AND SAMUEL EDES FOUNDATION|300 N LA SALLE DR STE 4000 CHICAGO IL 60654-3422||True|2015|2013|77055|237852|1230377|0|0|1349
COUNCIL OF RELIGIOUS LEADERS OF METROPOLITAN CHICAGO|5401 S CORNELL AVENUE CHICAGO IL 60615-5664||True|2015|2015|100032|82622|47078|1250|74440|7685
DAVID A AND EDITH F DEMAR FOUNDATION|1110 NORTH LAKE SHORE DRIVE CHICAGO IL 60611-1054|Philanthropy Voluntarism and Grantmaking Foundations N.E.C.|True|2015|2014|100310|6460|193850|1|100000|310
COMPANY OF FOLK|5455 N SHERIDAN ROAD CHICAGO IL 60640-1958||True|2016|2015|60787|65171|70|0|60687|0
CZARNOWSKI DISPLAY SERVICE INC EMPLOYEE WELFARE BENEFIT TR MARK A NAGLE TTEE|2287 S BLUE ISLAND AVE CHICAGO IL 60608-4344|Employee Funded Pension Trust Mutual/Membership Benefit Organizations Other|True|2016|2014|13877||593103|0|0|0
DASVANDH NETWORK|225 W WASHINGTON ST STE 1010 CHICAGO IL 60606-3100|Fund Raising and/or Fund Distribution Human Services — Multipurpose and Other|True|2016|2016|95054|61458|63137|14853|95036|0
