name|address|desc|active|latest|info_year|revenue|expense|assets|liabilites|cont_rev|other_rev|coordinates
AMERICAN ACADEMY OF PERIODONTOLOGY|737 N MICHIGAN AVE STE 800 CHICAGO IL 60611-6660||True|2015|2015.0|11874265.0|13098174.0|12488450.0|3642959.0|1241632.0|10131178.0|[41.8960614, -87.6238654]
AMERICAN POSTAL WORKERS UNION 7011 OHARE MIDWAY T LOCAL|PO BOX 66031 CHICAGO IL 60666|Labor Unions Organizations Employment Job-Related|False|2012|2012.0|88293.0|111413.0|152995.0|9500.0|0.0|88293.0|[37.8687886, -122.2592009]
ANNE BEVERLY MCCORMACK FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|2014.0|34491.0|27158.0|1083038.0|28040.0|0.0|0.0|[37.8687886, -122.2592009]
AMERICAN ACADEMY OF PEDIATRIC DENTISTRY MASSACHUSETTS ACADEMY OF PED DENT|211 E CHICAGO AVE STE 1600 CHICAGO IL 60611-2658|Promotion of Business Community Improvement Capacity Building|True|2016||||||||[41.89644515, -87.6225492058612]
ALLAN R ETTINGER FOUNDATION|5733 N SHERIDAN RD APT 18D CHICAGO IL 60660-8757|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|0.0|1970.0|27063.0|0.0|0.0|0.0|[41.9864958290921, -87.6551741841736]
APRES SKI NOT-FOR-PROFIT CORPORATION|345 N LA SALLE DR APT 2201 CHICAGO IL 60654-6359|Youth Development N.E.C.|True|2015|2014.0|25474.0|25764.0|559.0|850.0|2663.0|0.0|[37.8687886, -122.2592009]
AMERICAN LEGION AUXILIARY 923 FRANKLIN D ROOSEVELT|1824 W CORTLAND ST CHICAGO IL 60622-1028||True|2016|2015.0|1618.0|1461.0|1859.0|0.0|172.0|0.0|[41.91618315, -87.6737723832211]
AMVETS 0243 IL-R|5455 N RAVENSWOOD AVE CHICAGO IL 60640-1148||False|2013|2013.0|1843.0|1843.0|50000.0|0.0|400.0|0.0|[37.8687886, -122.2592009]
AMERICAN ACADEMY OF IMPLANT DENTISTRY|211 E CHICAGO AVE CHICAGO IL 60611-2637||True|2015|2015.0|4454931.0|3567429.0|11155912.0|1243982.0|1586223.0|2542596.0|[41.89644515, -87.6225492058612]
AMERICAN ASSOCIATION OF CARDIOVASCULAR & PULMONARY REHAB|330 N WABASH AVENUE CHICAGO IL 60611-3586||True|2015|2015.0|2547137.0|2407282.0|1942104.0|648600.0|54000.0|2377626.0|[41.8886492, -87.6275875603297]
AMSECT FOUNDATION|330 N WABASH AVE STE 2000 CHICAGO IL 60611-7621|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|False|2011|2011.0|4738.0|9166.0|54933.0|7.0|4026.0|0.0|[37.8687886, -122.2592009]
ANNA HUGHES TRUST FBO METHODIST HOSPITAL|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|85907.0|50482.0|948164.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
AMERICAN ASSOCIATION OF LEGAL NURSE CONSULTANTS NEW YORK CITY CHAPTER|330 N WABASH AVE STE 2000 CHICAGO IL 60611|Professional Societies Associations Crime Legal-Related|False|2010|2010.0|0.0||1.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ALLEN FOUNDATION C-O WILLIAM A ABBOTT|10 S DEARBORN ST IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|1164413.0|1019720.0|15297589.0|0.0|47726.0|0.0|[41.8816079, -87.6301218]
AMERICAN ASSOCIATION OF LEGAL NURSE CONSULTANTS BAY AREA OF NORTHERN CA CHAPTER|330 N WABASH AVE STE 2000 CHICAGO IL 60611-7621||False|2010|2010.0|0.0||1.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
AMERICAN ACADEMY OF PEDIATRIC DENTISTRY MINNESOTA ACADEMY OF PED DENTISTRY|211 E CHICAGO AVE STE 1600 CHICAGO IL 60611-2658|Promotion of Business Community Improvement Capacity Building|True|2016||||||||[41.89644515, -87.6225492058612]
BERNICE H SMITH FOUNDATION 06890594 P62218006|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2014.0|11547.0|14947.0|451294.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BETH-EL CONGREGATION ENDOWMENT NO 2|C/O JPMORGAN CHASE BK10 S DEARBORN CHICAGO IL 60603|Jewish Religion-Related Spiritual Development|False|2013|2012.0|10665.0|9782.0|212170.0|0.0|3063.0|0.0|[37.8687886, -122.2592009]
BOSTON THEATRE WORKS INC|1206 W VICTORIA ST APT 3A CHICAGO IL 60660-0000|Theater Arts Culture and Humanities|False|2004||||||||[37.8687886, -122.2592009]
BLACK WOMEN LAWYERS ASSOCIATION OF GREATER CHICAGO INC|321 S PLYMOUTH CT FL 6 CHICAGO IL 60604-3922||True|2016|2016.0|77557.0|63879.0|64188.0|0.0|15468.0|3400.0|[41.8776086, -87.6284450447322]
ART IN THE CENTER INC|111 S MICHIGAN AVE CHICAGO IL 60603-6492||True|2015|2015.0|6.0|317870.0|241400.0|0.0|0.0|0.0|[41.8796126, -87.6230536580589]
BOOKWALLAH ORGANIZATION|758 S WESTERN AVE APT 2 CHICAGO IL 60612-3504|Educational Services and Schools - Other Educational Institutions and Related Activities|True|2015|2015.0|127350.0|117590.0|80166.0|0.0|127350.0|0.0|[41.8712756, -87.6864564595339]
BEER INDUSTRY-LOCAL UNION NO 703 HEALTH AND WELFARE FUND|300 S ASHLAND AVE STE 201 CHICAGO IL 60607-3848||True|2015|2015.0|4875212.0|5034383.0|19070090.0|1642377.0|0.0|4755094.0|[41.877499, -87.666883]
BEN ZADD TRUST 9371981900|10 S DEARBORN CHICAGO IL 60603|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|5388.0|11695.0|150475.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BELMONT CENTRAL CHAMBER OF COMMERCE BELM|5534 W BELMONT AVE CHICAGO IL 60641-4129||True|2016|2015.0|45136.0|42982.0|11002.0|1356.0|0.0|25260.0|[41.93875635, -87.7655298491232]
BESSIE KATES FOUNDATION|6800 S CONSTANCE AVE CHICAGO IL 60649-1506|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|False|2009||||||||[37.8687886, -122.2592009]
BARRON SCHOLARSHIP TR UA 011796|10 S DEARBORN CHICAGO IL 60603-2300|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2016|2014.0|80329.0|68543.0|924536.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
B U I L D INCORPORATED|5100 W HARRISON ST CHICAGO IL 60644-5101||True|2015|2015.0|2488657.0|2468763.0|1580689.0|209761.0|2515352.0|62195.0|[41.8732584, -87.7536573586724]
ASSOCIATION FORUM OF CHICAGOLAND FOUNDATION|10 S RIVERSIDE PLZ STE 800 CHICAGO IL 60606-3709|Nonprofit Management Community Improvement Capacity Building|True|2015|2015.0|226647.0|196648.0|508707.0|83403.0|85415.0|0.0|[41.8812218, -87.63916285]
ATREACH CHICAGO|4401 N RAVENSWOOD AVENUE CHICAGO IL 60640-5871||True|2015|2015.0|179451.0|131157.0|99987.0|1632.0|89890.0|70177.0|[41.96177505, -87.6735446006379]
AWASSA CHILDRENS PROJECT AWASSA CHILDRENS PROJECT|PO BOX 840 CHICAGO IL 60690-0840|Youth Development N.E.C.|True|2015|2015.0|41083.0|48858.0|2464.0|0.0|41083.0|0.0|[37.8687886, -122.2592009]
ARTHUR A AND SALLY A KNOTT & FRANK JANOWICZ FOUNDATION|6509 N NIXON AVE CHICAGO IL 60631-1679|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|6500.0|6917.0|6726.0|10000.0|6500.0|0.0|[42.00036215, -87.8038604747098]
BEECHTREE INC|1819 W 99TH ST CHICAGO IL 60643-1811|Elementary Secondary Education K - 12 Educational Institutions and Related Activities|True|2016|2016.0|853523.0|828591.0|482162.0|23466.0|13292.0|822018.0|[41.71364985, -87.6681430306766]
BAYOU CHARITABLE TR|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|50317.0|60508.0|586748.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BETHESDA CHARITABLE GROUP INC|2833 N NORDICA AVE CHICAGO IL 60634-4726|Fund Raising and/or Fund Distribution Human Services — Multipurpose and Other|False|2011|2011.0|0.0||1.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BAKERY CONFECTIONERY TOBACCO WORKERS AND GRAIN MILLERS INTL UNI 69G|5430 W RICE ST CHICAGO IL 60651|Labor Unions Organizations Employment Job-Related|False|2012|2011.0|11281.0|11964.0|5575.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ARS MUSICA CHICAGO|PO BOX 1870 CHICAGO IL 60690-1870||False|2007||||||||[37.8687886, -122.2592009]
ARTHUR C AND NANETTE R AVERY CHARITABLE TRUST 2886225210|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|66198.0|71111.0|1124889.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ARTHUR F THURNAU CHARITABLE TRUST R64807002|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2015|2014.0|839479.0|627914.0|10091624.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BAND FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016||||||||[37.8687886, -122.2592009]
BOSNIAN ISLAMIC CULTURAL CENTER|7022 N WESTERN AVE CHICAGO IL 60645-3416|Islamic Religion-Related Spiritual Development|True|2015|2014.0|245964.0|198692.0|593828.0|0.0|245964.0|0.0|[42.00939205, -87.6905642739482]
AVANTI OWNERS ASSOCIATION INTERNATIONAL INC|30 N LA SALLE ST STE 2140 CHICAGO IL 60602-3368|Recreational Pleasure or Social Club Recreation Sports Leisure Athletics|True|2016|2016.0|70315.0|67969.0|89365.0|0.0|1198.0|0.0|[37.8687886, -122.2592009]
BENEBIKIRA SISTERS FOUNDATION|3658 N SACRAMENTO AVE CHICAGO IL 60618-4611|International Relief International Foreign Affairs and National Security|True|2015|2015.0|5117.0|1619.0|20923.0|0.0|5947.0|0.0|[41.9483393, -87.7033229443948]
ART SONG INSTITUTE|925 W HURON ST APT 211 CHICAGO IL 60642-7902|Arts Cultural Organizations - Multipurpose Arts Culture and Humanities|False|2014|2014.0|1750.0|2535.0|2739.0|0.0|1750.0|0.0|[37.8687886, -122.2592009]
BOB LOVE 10 YOUTH FOUNDATION|125 S WACKER DR STE 1500 CHICAGO IL 60606-4477|Youth Development N.E.C.|False|2013|2013.0|1483.0|64.0|1419.0|0.0|1467.0|16.0|[37.8687886, -122.2592009]
ASSOCIATION OF SPECIALIZED PROFESSIONAL ACCREDITORS|3304 N BROADWAY 214 CHICAGO IL 60657-3517|Professional Societies Associations Educational Institutions and Related Activities|True|2016|2016.0|480647.0|503532.0|919556.0|282675.0|0.0|475124.0|[37.8687886, -122.2592009]
BG NEW ENGLAND POST-EMPLOY MED SAVINGS ACCT PLAN FOR UNION EES TR 060006869900|10 SOUTH DEARBORN 51ST FLOOR CHICAGO IL 60603-2300|Voluntary Employees Beneficiary Associations (Non-Government) Mutual/Membership Benefit Organizations Other|True|2015|2015.0|179893.0|25814.0|2898528.0|1885.0|0.0|84666.0|[37.8687886, -122.2592009]
ASIAN HUMAN SERVICES OF CHICAGO INC|4753 N BROADWAY ST STE 700 CHICAGO IL 60640-4995|Ethnic Immigrant Centers Services Human Services — Multipurpose and Other|True|2016|2015.0|10257401.0|10070617.0|7564358.0|4024768.0|9510227.0|292117.0|[41.9687397, -87.6591491]
AUBURN PARK COMMUNITY DAY CARE AND SERVICES|74147 W 79TH ST CHICAGO IL 60620-0000||True|2015|2015.0|50000.0|50000.0|26795.0|0.0|0.0|50000.0|[37.8687886, -122.2592009]
BIEGLER FOUNDATION|333 W WACKER DR STE 1700 CHICAGO IL 60606-1247||True|2015|2014.0|31871.0|40478.0|521771.0|1.0|0.0|12.0|[37.8687886, -122.2592009]
BEATRICE P DELANEY CHAR FDN|10 S DEARBORN IL1 0111 CHICAGO IL 60603-0000||True|2015|2014.0|2139881.0|8685084.0|41637992.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BERNARD HEEREY FAMILY FOUNDATION|1 N LASALLE ST STE 1100 CHICAGO IL 60602-3904|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|5577597.0|5155386.0|52225095.0|181822.0|0.0|5703.0|[37.8687886, -122.2592009]
BRANCH FAMILY INSTITUTE INC|11111 S WESTERN AVE CHICAGO IL 60643-3907|Family Services Human Services — Multipurpose and Other|True|2015|2014.0|70270.0|66109.0|-750.0|32389.0|70270.0|0.0|[41.7313794, -87.682314]
BLAIR THOMAS & COMPANY|410 S MICHIGAN AVE CHICAGO IL 60605-1308|Theater Arts Culture and Humanities|True|2015|2015.0|387631.0|322665.0|195275.0|1122.0|337127.0|38693.0|[41.87641955, -87.6248618006046]
ASSOCIATION OF PROFESSIONAL DESIGN FIRMS|1448 E 52ND ST 201 CHICAGO IL 60615|Professional Societies Associations Community Improvement Capacity Building|False|2013|2012.0|205752.0|232655.0|209915.0|21415.0|112665.0|85514.0|[37.8687886, -122.2592009]
AUSTIN SPECIAL CHICAGO|5318 N ELSTON AVE CHICAGO IL 60630-1611|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2015|2015.0|2297431.0|2318619.0|974710.0|304189.0|1983737.0|269897.0|[41.97757175, -87.7560041222275]
ARCHITECTS RESEARCH FOUNDATION|372 W ONTARIO 2ND FLOOR CHICAGO IL 60654-5775|Cultural Ethnic Awareness Arts Culture and Humanities|True|2015|2015.0|-259.0|106.0|72125.0|9.0|0.0|0.0|[37.8687886, -122.2592009]
ASSOCIATION FOR CORPORATE GROWTH INC GROUP RETURN|125 S WACKER DR STE 3100 CHICAGO IL 60606-4417||True|2016|2015.0|19493172.0|19289411.0|15479679.0|2604149.0|2806117.0|16405409.0|[41.8797471, -87.6364093736259]
BENJAMIN VOLEN CHARITABLE TRUST|PO BOX 803878 CHICAGO IL 60680-3878||True|2015|2015.0|787130.0|787880.0|12910425.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BOLD CHICAGO INSTITUTE CHICAGO DO SOMETHING|4875 N RAVENSWOOD AVE # 2 CHICAGO IL 60640-4409|Student Services Organizations of Students Educational Institutions and Related Activities|True|2016|2015.0|0.0||584.0|0.0|0.0|0.0|[41.97097735, -87.6738211507381]
AWARENESS OF TECHNOLOGY FOR ELDERLY DISABLED & YOUTH INC|5702 S RACINE AVE CHICAGO IL 60636-1913|Education N.E.C.|False|2007||||||||[37.8687886, -122.2592009]
BIDE-A-WEE HOME TRUST UW P60775007|10 S DEARBORN CHICAGO IL 60603-2300|Single Organization Support Animal-Related|True|2016|2015.0|125550.0|125592.0|2205159.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ASSOCIATION OF CHICAGO PRIESTS|PO BOX 388208 CHICAGO IL 60638-8208||True|2016|2016.0|34765.0|36356.0|16920.0|0.0|14836.0|0.0|[37.8687886, -122.2592009]
BEFORE AND AFTER SCHOOL ENRICHMENT INC|212 W VAN BUREN CHICAGO IL 60607-3909||True|2015|2015.0|77.0|49789.0|16047.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BLAIR FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2014.0|5492132.0|6110067.0|81475702.0|0.0|1308216.0|2124945.0|[37.8687886, -122.2592009]
ASSOCIATION OF WOMEN SURGEONS|35 E WACKER DR STE 850 CHICAGO IL 60601-2101|Research Institutes and/or Public Policy Analysis Health — General and Rehabilitative|True|2015|2014.0|205820.0|236612.0|200500.0|100365.0|56560.0|150649.0|[41.8864669, -87.6267442398263]
ASSYRIAN NATIONAL COUNCIL OF ILLINOIS|2450 W PETERSON AVE CHICAGO IL 60659-4113|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015|2015.0|13416530.0|12546657.0|11093625.0|1045148.0|329165.0|12996175.0|[41.9903899, -87.7067967]
AUXILIARY OF THE INFANT WELFARE SOCIETY OF CHICAGO|3600 W FULLERTON AVE CHICAGO IL 60647-2319|Children's Youth Services Human Services — Multipurpose and Other|True|2015|2015.0|901360.0|774474.0|753774.0|2105.0|776488.0|314.0|[41.92491045, -87.7172941117931]
BONNIE WARD SIMON FOUNDATION BONNIE WARD SIMON TTEE|10 S DEARBORN CHICAGO IL 60603-2300|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016||||||||[37.8687886, -122.2592009]
AUGUSTUS I SIESEL TRUST PT 14844 CHASE MANHATTAN BANK NA NECT|10 S DEARBORN IL1-0117 CHICAGO IL 60603-2300||True|2016|2014.0|47547.0|26570.0|457025.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BAIRD FOUNDATION|120 S LASALLE STE 2000 CHICAGO IL 60603-3594||True|2016|2015.0|495013.0|243391.0|1379157.0|0.0|0.0|2663.0|[37.8687886, -122.2592009]
BAUTISTA MEMORIAL SCHOLARSHIP|6425 S HARLEM AVE CHICAGO IL 60638-4615|Single Organization Support Educational Institutions and Related Activities|True|2015|2015.0|2511.0||4868.0|0.0|10005.0|0.0|[41.77478485, -87.8005130245585]
BIG MEDICINE NFP|745 W GORDON TERRACE CHICAGO IL 60613-2474|Environmental Education and Outdoor Survival Programs Environmental Quality Protection and Beautification|True|2015|2015.0|235745.0|254683.0|9042.0|0.0|235745.0|0.0|[41.95767135, -87.6492155282563]
BLUHM FAMILY CHARITABLE FOUNDATION|900 N MICHIGAN AVE CHICAGO IL 60611-1542|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|9718157.0|7226832.0|14019743.0|0.0|4317225.0|12.0|[41.89966125, -87.6256022609809]
BERYL O AND WILMA SIME ROUNDY SCHOLARSHIP FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2015.0|9748.0|14846.0|161432.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
AUGUSTANA HERITAGE ASSOCIATION|1100 E 55TH ST CHICAGO IL 60615|Historical Societies Related Historical Activities Arts Culture and Humanities|True|2016|2015.0|5680.0|33508.0|36201.0|0.0|4826.0|696.0|[41.7959727, -87.5984901763716]
BLUEBIRD ARTS|340 W DIVERSEY PKWY APT 1717 CHICAGO IL 60657-6244|Theater Arts Culture and Humanities|True|2016||||||||[41.9334047, -87.638894]
AUDITORIUM THEATRE OF ROOSEVELT UNIVERSITY INC|50 E CONGRESS PKWY CHICAGO IL 60605-1214|Theater Arts Culture and Humanities|True|2015|2015.0|14310801.0|15227641.0|5061124.0|2655706.0|1195519.0|12415753.0|[41.8754566676889, -87.6304205109178]
BE ALRIGHT|2132 W MCLEAN AVE CHICAGO IL 60647-4525|Victims' Services Human Services — Multipurpose and Other|True|2015|2014.0|7657.0|4038.0|6015.0|0.0|7657.0|0.0|[41.91862315, -87.6815163259237]
BELLA CUISINE KIDS COOKING CLUB INC|8228 S MOZART ST CHICAGO IL 60652-3412||True|2015|2015.0|90909.0|79835.0|93239.0|0.0|61225.0|19360.0|[41.74354755, -87.6939805982735]
BETTY LOVE TR|135 S LASALLE ST IL4-135-14-19 CHICAGO IL 60603-0000|Named Trusts/Foundations N.E.C. Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|13753.0|24732.0|301464.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
BALLET CHICAGO COMPANY|17 N STATE ST STE 1900 CHICAGO IL 60602-4548||True|2016|2016.0|1506410.0|1559693.0|157545.0|150962.0|291465.0|1228214.0|[41.8826633, -87.6270109493541]
ASSOCIATION OF ADVANCEMENT SERVICESPROFESSIONALS|225 W WACKER DR CHICAGO IL 60606-1224|Promotion of Business Community Improvement Capacity Building|True|2015|2015.0|343452.0|404931.0|312116.0|61387.0|0.0|308465.0|[37.8687886, -122.2592009]
BAPTIST PASTORS CONFERENCE OF CHICAGO AND VICINITY|3447 W HARRISON ST CHICAGO IL 60624-3704|Christian Religion-Related Spiritual Development|True|2015|2015.0|45390.0|47745.0|436.0|0.0|45390.0|0.0|[41.8735317885541, -87.7119354080722]
BARUCH FOUNDATION|130 E OAK ST APT 45B CHICAGO IL 60611-1541|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|14351.0|21191.0|2830100.0|288.0|0.0|260.0|[41.9007115625, -87.62540096875]
ARTHUR AND SYLVIA KATZ FOUNDATION|910 N LAKE SHORE DR APT 419 CHICAGO IL 60611-1533||True|2015|2014.0|9587.0|11225.0|45858.0|1.0|0.0|0.0|[37.8687886, -122.2592009]
ASIAN AMERICAN HEALTH|6212 N LINCOLN AVE CHICAGO IL 60659-2208|Human Service Organizations - Multipurpose Human Services — Multipurpose and Other|True|2015|2015.0|30411.0|32101.0|8185.0|0.0|16232.0|14179.0|[41.9888261, -87.704756]
AUDREY E & DONALD L HUTT TR 283|10 S DEARBORN CHICAGO IL 60603-2300||True|2015|2013.0|5258677.0|4116386.0|7858153.0|0.0|0.0|0.0|[37.8687886, -122.2592009]
ARTHUR ZALTZMAN FOUNDATION|1122 N DEARBORN ST APT 14G CHICAGO IL 60610-5068||True|2015|2014.0|4.0|11260.0|32542.0|0.0|0.0|0.0|[41.90249505, -87.6303463291927]
BEVERLY MONTESSORI SCHOOL|9916 S WALDEN PKWY CHICAGO IL 60643-1806||True|2016|2015.0|329687.0|326670.0|122254.0|2915.0|10463.0|291970.0|[41.71328265, -87.6679768357168]
ASSOCIATION OF PROFESSIONAL RESPONSIBILITY LAWYERS|321 S PLYMOUTH CT STE 1400 CHICAGO IL 60604-3996||True|2015|2015.0|142008.0|98131.0|178441.0|0.0|0.0|0.0|[41.8776086, -87.6284450447322]
ARMADA FOUNDATION|222 SOUTH RIVERSIDE PLAZA CHICAGO IL 60606|Scholarships Student Financial Aid Services Awards Educational Institutions and Related Activities|True|2015|2014.0|9400.0|500.0|13164.0|0.0|9400.0|0.0|[41.87870145, -87.6389370491127]
BETHEL PACE CENTRE|4950 W THOMAS ST CHICAGO IL 60651-3118||True|2016|2015.0|432946.0|415801.0|1466874.0|1563049.0|0.0|432915.0|[41.90138235, -87.7488421576254]
BARBARA NOTZ HINES FOUNDATION|200 SOUTH WACKER DRIVE CHICAGO IL 60606-5829|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2015.0|77929.0|134579.0|1830280.0|1.0|23710.0|3.0|[41.87898655, -87.6373554865762]
ARTISTS COOPERATIVE RESIDENCY AND EXHIBITIONS PROJECT ACRE|1345 W 19TH ST CHICAGO IL 60608-3109|Visual Arts Organizations Arts Culture and Humanities|True|2015|2015.0|238557.0|141055.0|123076.0|3000.0|185664.0|52001.0|[41.85584545, -87.6605847880892]
BERT WILLIAM MARTIN FOUNDATION|PO BOX 803878 CHICAGO IL 60680-3878||True|2016|2014.0|2811623.0|2233579.0|39089241.0|0.0|313467.0|0.0|[37.8687886, -122.2592009]
BRACKTHORN FOUNDATION|1802 W BERTEAU AVE STE 205 CHICAGO IL 60613-6182||True|2015|2014.0|3258.0|39399.0|295662.0|1.0|0.0|8.0|[41.9579589, -87.673976]
AUDIBLE ODYSSEY NFP AUDIBLE ODYSSEY|4613 N DOVER ST CHICAGO IL 60640-4636|Dance Arts Culture and Humanities|True|2015|2015.0|19401.0|18263.0|3062.0|0.0|12476.0|5287.0|[41.9656142792921, -87.6653848593496]
ASSOCIATION OF REHABILITATION NURSES GROUP RETURN|8735 W HIGGINS RD STE 300 CHICAGO IL 60631-2738||True|2015|2014.0|142900.0|166324.0|342544.0|366.0|6119.0|128479.0|[41.9843704, -87.8225483]
ASSOCIATION OF HORIZON INC|3712 N BROADWAY CHICAGO IL 60613-4235|Services to Promote the Independence of Specific Populations Human Services — Multipurpose and Other|True|2015|2015.0|202050.0|140468.0|235123.0|0.0|171187.0|0.0|[41.9494587942033, -87.6486690182592]
BARBARA J TIMMER FAM FOUNDATION TR JOHN F TIMMER TTEE|415 E NORTH WATER ST APT 1102 CHICAGO IL 60611-5815|Private Grantmaking Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2016|2014.0|330986.0|115858.0|414842.0|4171.0|313262.0|2.0|[37.8687886, -122.2592009]
BETA PI HOUSE CORPORATION OF KAPPA ALPHA THETA FRATERNITY|4825 N RIDGEWAY AVE CHICAGO IL 60625-5714||True|2015|2015.0|148496.0|132036.0|498998.0|0.0|10628.0|137480.0|[41.96908985, -87.7216443840859]
BEAUTIFUL ANGELS|501 N CENTRAL AVE CHICAGO IL 60644-1509|Youth Development Programs Other Youth Development|False|2013|2013.0|77096.0|77271.0|1.0|0.0|0.0|77096.0|[37.8687886, -122.2592009]
BETTER BUSINESS BUREAU OF CHICAGO AND NORTHERN ILLINOIS INC|330 NORTH WABASH AVENUE SUITE NO 3 CHICAGO IL 60611-3586||True|2015|2015.0|6107017.0|6045226.0|5281091.0|3145600.0|122277.0|5749316.0|[41.8886492, -87.6275875603297]
ARMIN & ESTHER HIRSCH FOUNDATION C-O RICHARD M HIRSCH|4400 S KILDARE AVE CHICAGO IL 60632-4317||True|2016|2014.0|450458.0|585509.0|5366592.0|0.0|0.0|97.0|[41.813032, -87.731377]
BETHEL A M E CHURCH CREDIT UNION|4440 SOUTH MICHIGAN AVE CHICAGO IL 60653-0000||True|2015||||||||[41.81368785, -87.6234642780309]
BACK TO WORK ILLINOIS|200 W MADISON ST STE 3600 CHICAGO IL 60606|Nerve Muscle and Bone Diseases Diseases Disorders Medical Disciplines|False|2012|2011.0|30000.0|33300.0|749.0|4049.0|0.0|30000.0|[37.8687886, -122.2592009]
BRAUDE FOUNDATION|30 S WACKER DR STE 2600 CHICAGO IL 60606-7512|Private Independent Foundations Philanthropy Voluntarism and Grantmaking Foundations|True|2015|2014.0|2534.0|190244.0|915541.0|1.0|0.0|0.0|[41.8807615, -87.637379]
ASSOCIATION FOR THE ADVANCEMENT OF AUTOMOTIVE MEDICINE INC|35 E WACKER DR STE 850 CHICAGO IL 60601-2101|Automotive Safety Public Safety Disaster Preparedness and Relief|True|2015|2015.0|895577.0|1066619.0|1749840.0|107782.0|25050.0|838387.0|[41.8864669, -87.6267442398263]
ATHLETES AGAINST DRUGS|455 CITY FRONT PLAZA 1420 CHICAGO IL 60611|Alcohol Drug Abuse Prevention Only Mental Health Crisis Intervention|False|2010|2010.0|461069.0|417798.0|4303.0|106327.0|152504.0|0.0|[37.8687886, -122.2592009]
ASIAN AMERICAN BAR ASSOCIATION OF THE GREATER CHICAGO AREA|321 S PLYMOUTH COURT CHICAGO IL 60604-3917||True|2015|2015.0|44921.0|42430.0|85092.0|0.0|13782.0|1418.0|[41.8776086, -87.6284450447322]
ASSOCIATION OF VA AUDIOLOGISTS|4042 N CLARENDON AVE CHICAGO IL 60613-2313|Promotion of Business Community Improvement Capacity Building|False|2008||||||||[37.8687886, -122.2592009]
ART WORKS PROJECTS|625 N KINGSBURY ST CHICAGO IL 60654-6997|Visual Arts Organizations Arts Culture and Humanities|True|2015|2015.0|358601.0|286270.0|155980.0|2777.0|324523.0|34183.0|[41.8933344542408, -87.6412017974109]
BHEM AFFILIATED INSTITUTIONS EMPLOYEES MEDICAL PLAN TRUST- ILLINOIS WESLEYAN UNIV|200 S WACKER DR STE 1000 CHICAGO IL 60606-5860||False|2006||||||||[37.8687886, -122.2592009]
