347,Restaurant Opportunities Center United,Launched in the fall of 2008 the Restaurant Opportunities Center of Chicago (ROC Chicago) is a multiracial membership-based organization. ROC Chicago is dedicated to improving wages and working conditions and increasing opportunities for advancement for low-wage workers in one of the Chicagoâs fastest-growing sectors. ROC Chicago employs a tri-pronged strategy to accomplish its mission including: 1) conducting industry research and developing policies to lift conditions industry-wide; 2) partnering with responsible employers to conduct job training and placement support to help low-wage workers obtain living-wage jobs; and 3) supporting restaurant workers in confronting exploitation in the workplace.ROC Chicago is a local affiliate of a larger national network - the Restaurant Opportunities Centers United. Although initially founded after September 11th 2001 to provide support to restaurant workers displaced as a result of the World Trade Center tragedy ROC has grown to support restaurant workers all over cou
348,Seminary Consortium for Urban Pastoral Education,"The Seminary Consortium for Urban Pastoral Education (SCUPE) was created in 1976 to meet the city's need for experienced pastors with training in urban issues and systems. During the social upheaval of the late 1960s through the early 1970s, many urban training programs appeared, flourished and then died along with the general unrest that created them. By 1976, almost all urban ministry training programs had been disbanded and despite the continued population growth of cities, there appeared to be an abandonment of city churches. SCUPE founders were three Chicago pastors and a consortium of seven seminaries who were concerned about the lack of experience in pastoral leadership in cities and the complexity of ministry in the urban world. These founders had the vision to provide urban theology programs to resource and prepare leaders for the urban environment. Starting thirty four years ago with just one program, the Graduate Theological Urban Studies program, SCUPE has since grown to become a national leader i"
349,StoryCorps,
350,After School Matters,"In the summer of 1991, Maggie Daley helped establish Gallery 37, an arts-based apprenticeship program for teens, on the undeveloped parcel of land named Block 37 in downtown Chicago. Nine years later, Mrs. Daley founded After School Matters (ASM), which used Gallery 37s successful formula of offering apprenticeships in the arts, technology, and sports disciplines to teens throughout Chicago. Today, ASM is recognized as one of the strongest out-of-school time initiatives nationwide and is acknowledged as the largest organization of its kind serving teenagers in the United States. From its origins on Block 37, ASM has grown from serving 180 teens through nine programs at three Chicago high schools to offering out-of-school opportunities to nearly 28,000 through over 1,000 programs taking place at 64 high schools and more than 100 community-based organizations throughout the city. ASM remains committed to expanding out-of-school time opportunities for Chicago's young people. The uniqueness of ASM rests on the le"
351,HealthConnect One,"The Chicago Community Health Worker Local Network (The Network) was created in 2003 by a group of health educators and their organizations from the Chicago area. As a result of dedicated organizing this group quickly grew to almost 100 members. In 2007 growing to almost 200 members HealthConnect One became The Networkâs fiscal agent. This transition allowed the Network to hire the first part-time employees (2 staff members at 3 days per week) and the Fry Foundation and Michael Reese Health Trust granted the Networkâs first formal funding.  In 2007 The Networkâs charge was formalized to provide continuing education peer support and links to employment and works to expand the community health worker role.  The Network created an infrastructure for a connecting CHW ""stakeholders"" those program managers direct supervisors evaluators and advocates who support the growth and development of CHW programs and the CHW role in community-based health promotion in Chicago. This work was successful and in 2009 The Network "
352,Deeply Rooted Productions,
353,Farmworker and Landscaper Advocacy Project,
354,Donors Forum,
355,Mitchell Museum of the American Indian Inc.,"The Mitchell Museum of the American Indian was founded in 1977 through a gift to Kendall College of approximately 3000 Native American objects by John M. and Betty Seabury Mitchell. Since that time the collection has grown through gifts and purchases to include more than 10,000 objects. In 1997 the Museum moved from the Kendall College campus to a free-standing building where it has been able to greatly expand its exhibitions and public programming. As a result, the Museum currently has a membership of approximately 300 with an annual visitation of approximately 10,000, including more than 5,000 school children. In addition to the full-time Executive Director, the Museum is staffed by a full-time Curator of Education. Two part-time Curatorial Assistants and volunteers assist with all other Museum functions. The Mitchell Museum currently operates on a budget of approximately $312,000. It receives funding from a combination of membership dues, local business partners, donations, sales from the Museum Shop, loca"
356,Clean Energy Trust,"CET was founded by prominent civic and business leaders to accelerate the pace of clean energy innovations in the Midwest region. The Founding Board of Directors includes co-chairs Nick Pritzker and Michael Polsky, as well as Paula Crown, Richard Sandor, Tim Schwertfeger, Antonio Gracias, Keith Crandell, Susan Hassan, and most recently, Sunil Garg of Exelon. The Trust?s leadership brings capital and their personal and professional networks to this endeavor with the vision of making the Midwest region a national center of innovation for clean energy. By doing so CET believes the region will benefit from the creation of clean technology jobs, a healthier and more sustainable environment, a growing economy, and a higher quality of life for future generations."
357,Contratiempo,
358,The Golden Apple Foundation for Excellence in Teaching,"Founded in 1985, Golden Apples mission is to advance the teaching profession by recognizing excellent teachers, leveraging their thinking and efforts to improve education, recruiting and preparing prospective teachers with a special emphasis on schools of need, and providing teachers access to innovative resources. In each of the past 22 years, Golden Apple has honored 10 outstanding pre-K through 12th grade teachers with the Golden Apple Award for demonstrating excellence in teaching. Golden Apple inducts each Award winner into the Golden Apple Academy, an association of past Golden Apple Award honorees that serves as a catalyst for innovative education programs and practice. Each of Golden Apples programs originates with the Academy and its Award-winning teachers also known as Fellows and aims to meet the organizations belief that All Children Deserve Excellent Teachers. Golden Apples Board of Directors recently initiated a 36-point strategic plan calling for the expansion of existing initiatives and the de"
359,Chicago Community Loan Fund,Chicago Community Loan Fund was founded in 1991 by a group of visionary social-investment advocates. Their aim was to create a nimble flexible nonprofit lender who would fill the community development credit gaps as they emerged across the city and region. In particular CCLF was created to ensure that Chicagoland community developers (including small and emerging groups) would have a lender to turn to for harder-to-underwrite projects and enterprises.HOW IT WORKSIndividual and institutional investors concerned about the social dividend of their investments place funds in CCLF at or below market-rate creating a pool of loan capital dedicated to improving the lives of people in disinvested communities. CCLF in turn re-lends this capital at a rate close to or at prime to finance community organizationsâ development projects.INVESTMENT MANAGEMENTCCLF manages our investorsâ capital according to stringent guidelines established by the Opportunity Finance Network the leading network of community development financia
360,League of Chicago Theatres Foundation,"The League of Chicago Theatres was founded in 1979 by a handful of theaters formerly known as the Off Loop Producers Association whose mission was to enrich and sustain the economic and cultural life in Chicago by developing marketing, advocacy and information services that would strengthen the operations of member theaters. Initially, the organization managed a downtown Hot Tix booth; the League now offers a full range of services to strengthen theater operations in an increasingly challenging environment. Once a membership collective in which members set goals and functioned as primary staff, the League grew over the past two decades into a professionally managed agency that serves a broader mission as a leadership organization. Members range from storefront, non-union theaters with budgets under $10,000 to major cultural centers producing multi-million dollar shows. Members' needs are as varied as their profiles, and individual theaters can find it difficult to support each other, or to build upon each oth"
361,Local Initiatives Support Corporation LISC Chicago,"In an effort to address the need for resources to revitalize economically distressed urban neighborhoods across the country The Ford Foundation and six corporations created LISC in 1980 as a way to channel private-sector financial resources to community development corporations. The core concept for this""financial intermediary"" was that community development corporations have a better understanding of local needs and conditions than most bankers or other funders. The LISC Chicago program also began in 1980 with strong support from local leaders from the public private and philanthropic sectors.In 1996 responding to challenges in Chicago communities LISC Chicago convened the Futures Forum a year-long series of meetings and discussions to help refocus community development work in Chicago. The conclusions led to LISC Chicago's current model of ""comprehensive community development"" working with both non-profit and for-profit organizations on efforts stretching into education health neighborhood safety and beyond"
362,Hispanic Housing Development Corporation,Experience Providing Affordable Housing in Economically Distressed CommunitiesFounded in 1975 as a non-profit organization to help create affordable housing in Chicagoâs Latino neighborhoods the Hispanic Housing Development Corporation now helps people across the Chicago area improve their livesâand achieve the American dream.  During its 37 years of existence Hispanic Housing has developed nearly 3600 multi-family units 240 single-family and condominium homes and five commercial properties containing 82300 square feet in 52 distinct developments.  Hispanic Housing manages an additional approximately 4700 units of family and elderly housing in 29 residential communities and six commercial properties. HHDCâs History in Energy Efficiency and Renewable EnergyAs an owner and manager of multi-family affordable housing one of HHDCâs central tasks has been managing energy costs and developing strategies to reduce them.  HHDCâs staff and board have resolved to find workable energy efficiency solutions for its portfol
363,Independent Sector,"In 1980, a group of visionary leaders became convinced that if the independent sector was to continue serving society well, it had to be mobilized for greater cooperation and influence.  Since its founding, Independent Sector (IS) has served as the premier meeting ground for the leaders of America's charitable and philanthropic community.  IS partners with other nonprofits, business, government, and the public in its effort to solve problems, enrich communities, and strengthen society.  "
364,"OAI, Inc.","Headquartered in Chicago Illinois OAI Inc. is a nonprofit workforce development agency established in 1976 by its current president Tipawan Reed.  Following affiliations between 1990 and 2001 with Northern Illinois and DePaul Universities under the name ""Office of Applied Innovations"" OAI Inc. began operating as a freestanding nonprofit agency in spring 2001.  A chronological listing of highlighted OAI initiatives include:1978 - 79:  Prime Contractor for Illinois Adult Indochinese Refugee Consortium funded by Illinois Department of Public Aid.  1982 - 83:  Contracted by Dept. of Health & Human Services to develop and implement Project Pride a national demonstration project involving developing employer outreach and marketing materials for refugee organizations nationwide.1983 ? 85:  Funded by the Ford Foundation to develop Project Linkage which provided technical assistance to funding agencies thus enabling them to serve targeted populations in Illinois.1986 ? 92:  Funded by the Illinois Department of Public "
365,Center for Correctional Concerns,
366,Faith Community of Saint Sabina,"The history of the Faith Community of St Sabina is a celebration of life that gives witness to a legacy of faith, education, and service. This proud tradition of service began on July 9, 1916, when the first Mass was celebrated in a storefront on South Racine Avenue. Today, St Sabina is a strong and prophetic faith community that continues to ""celebrate history and make history."" Under the leadership of Rev Michael Pfleger, St Sabina Church has strengthened its outreach and formed organizations to build up the community in order to promote equality for all people and eliminate injustices in the areas of education, employment, access to housing and food, and community safety. The organizations under his leadership are: St Sabina Academy:  The Academy is the educational arm of St. Sabina Church.  Therefore, the school shares in the mission of the church and strives to train up Christian children utilizing biblical principles.  The Academy is a grade school serving students from pre-kindergarten to eighth gr"
367,Aguijon Theater Company of Chicago,"Aguij?n Theater Company of  Chicago was founded in 1989 by actress/director and current Artistic Director Rosario Vargas. Incorporated and established as a non-profit 501 (c)(3) organization on August 22, 1990, Aguij?n is dedicated to promoting cultural exploration, discussion and performance of Spanish-language and bilingual works as well as increasing creative and economic opportunities for local Latino and non-Latino actors, directors and theater workers and to provide a forum in which to showcase their talents."
368,National Alliance of Latin American and Caribbean Communities,
369,OneGoal,
370,Breakthrough Urban Ministries,
371,The 16th Street Theater,
372,Loyola University Chicago School of Education,"Recognizing Loyolaâs commitment to preparing education professionals, producing quality scholarship, and providing professional development to Chicago-area schools, the School of Education (SOE) was formally established in 1969. That vision and goal continues today."
373,Chicago Area Fair Housing Alliance,"CAFHA has been in existence since 1988.  In light of the closing of the Leadership Council for Open Communities, CAFHA is posed to lead a regional effort to advocate for fair housing by providing and disseminating research to practitioners, advocates, local, state and federal agencies; by being a voice for monitoring and tracking cases of fair housing violations; by sponsoring monthly educational seminars on the state of fair housing; and to eliminate discrimination and segregation in the housing markets of Chicago and surrounding suburbs."
374,Windy City Habitat for Humanity,The strength of Habitat for Humanity in Chicago has had a varied history. Several affiliates operated in the city successfully for decades beginning in the 80s. However after an overextended project collapsed a large affiliate Habitat International consolidated all of the city affiliates in 2002 into WCHFH. The restructuring however was met with poor leadership and WCHFH made almost no progress in the following 10 years to responsibly house families.   In light of the pressing housing need in Chicago and the affiliate?s inattention to it WCHFH?s board of directors hired long-time Habitat International manager Jennifer Parks as the new executive director in mid-2011 to spearhead a turnaround of the affiliate. Ms. Parks in conjunction with an active 13 member board of directors chaired by Neil Peck owner of S.N. Peck Builder Inc. have since radically restructured the affiliate.   To date the leadership has brought together six full time and one part time staff members who together have more than 40 years of Hab
375,Hip-Hop Detoxx,
376,Corporation for Supportive Housing,
377,Bright Promises Foundation,
378,Logan Square Neighborhood Association,LSNA began in 1962 as a committed group of neighbors motivated by the emergence of community redlining. Today LSNA is a multi-issue community organization directly serving over 6500 residents and impacting tens of thousands more through nationally-recognized issue campaigns and programs. LSNA currently represents 50 member institutions including churches schools block clubs businesses multi-unit buildings and social service agencies.  LSNA relies heavily on the partnerships and networks of our member groups and outside allied agencies to achieve comprehensive program improvements and policy changes in our neighborhoods.  Our goal is to ensure that families are connected to support networks and services that will enable them to develop their own social capital and work toward common goals that promote community stability.LSNA develops local leadership to identify strategize and organize around significant community issues that impact their lives. Since 1994 LSNA's work has been driven by its Holistic Plan or s
379,Ann & Robert H. Lurie Children’s Hospital of Chicago,
380,KIPP Chicago,
381,Voice of the City,"When Executive Director Dawn Marie Galtieri moved into the Near-Northwest Chicago community of Logan Square in 1999, she found a community rich with resources, but one with only a few arts organizations. Ms. Galtieri came with a vision of what artists could contribute to community if they were connected to each other and to local residents. In service of that vision, she founded aurorARTS alliance, which later was re-named Voice of the City. Dawn Marie's mission for the alliance was two-fold: to bring artists from all disciplines together to make art through collaboration; and to offer high-quality arts education to area children and young adults, regardless of their ability to pay. Since its inception, the alliance has grown to include thirteen Associate Artists, four Resident Artists, and dozens of Contracted Artists. The organization now provides seven making and teaching art programs, has a strongly representative board of directors, and has tripled its operating budget since 2005 by increasing contracted"
382,ElevArte Community Studio,"Pros Arts Studio (PAS) has linked local artists and residents since 1978,when it began collaborations with community centers for a mural project. In 1979, PAS initiated its first annual cultural program for Dia de los Muertos, today it is the longest running celebration of its kind in the Midwest. In the 80s PAS developed a wide-range of bilingual performance programming. In 1993, known for its arts-in-education activities, PAS became an early participant in the Chicago Arts Partnerships in Education (CAPE). In 2002 PAS became an Arts Partner at Dvorak Park and created a Free Drop-in Studio. Now led by Executive Director Giselle Mercier, PAS is committed to mentoring the next generation of community leaders, including the many young and emerging artists we employ. Our dream is to transition into a new home in Pilsen by 2016. In FY 06-08 our budget grew 53% and in FY 08-10 we also saw a 50% increase in individual and corporate gifts; growth that aided infrastructure improvements and increased programming. To m"
383,Safer Foundation,Safer Foundation (Safer) was founded in 1972 as an advocate for individuals with criminal records in their efforts to obtain employment following release from prison or jail.  Safer also recognizes that individuals with criminal records often need additional services before they are ready to enter employment such as assistance with educational attainment housing and substance abuse prevention/treatment.  Thus over the years Safer has developed a range of programs and services designed to address these needs (as described below).
384,Hyde Park School of Dance,
385,A Safe Place Lake County Crisis Center,"In 1978 the Lake County State?s Attorney convened a 36-member task force with representatives from social service agencies, schools and the justice system to address the growing problem of domestic violence in Lake County. This task force founded the Lake County Crisis Center for the Prevention and Treatment of Domestic Violence, now called A Safe Place.
A Safe Place began to offer emergency shelter to victims of domestic violence in 1980, operating from a renovated Victorian home with 18 beds. Services for victims have expanded over the years to address the needs of victims and the community. Successful capital campaigns have resulted in the building of a 35-bed shelter in 1991 and the opening of our transitional living facility in 2006. By identifying the needs of clients and working to expand our programs to meet those needs our organization now includes a wide range of programs aimed at providing victims with assistance and support on every step of their journey away from abuse."
386,International Latino Cultural Center of Chicago,"The International Latino Cultural Center of Chicago was founded in 1985. Paid attendance for our programming has grown steadily from approximately 500 audience members in our first year to more than 63,000 in 2012."
387,Chicago Children’s Theatre,
388,Presence Behavioral Health,Presence Behavioral Health (PBH) is a provider of comprehensive behavioral health care with a history of over 40 years in the service of communities in both urban and suburban Chicago Illinois.  Established in 1971 as Proviso Family Services PBH was one of the original Mental Health Centers founded pursuant to the Community Mental Health Centers Act of 1964.  Through this legislative Act mental health services provided traditionally in the context of mental hospitals or similar institutions were transferred to the purview of local communities in efforts to reintegrate persons with behavioral health disorders into their communities of origin.Within a decade of opening PBH expanded its services to include the treatment of substance use disorders and by the early 1980s community crisis intervention services were added to the array.  The 1990s saw the agency expand into mental health residential care along with Head Start Educational Day Care services and the opening of a Child Advocacy Center.  In the year 2000 
389,Smart Chicago,
390,SouthStar Services South Suburban Training and Rehabilitation Services,SouthSTAR Services was founded in 1950 by a group of parents in search of education training and activities for their disabled children.  As the student population matured the need for vocational services grew.  In the 1990s SouthSTAR began developing small community-based group homes to provide a permanent residence for the people we serve.  The organization began providing home-based services to adults as well and has since expanded its home-based services to include children.
391,Chicago Filmmakers,
392,Greater Roseland West Pullman Food  Network,The Greater Roseland West Pullman Food Network (GRWP) was founded in 2001 as a collaboration of food pantries on Chicago?s far south side dedicated to fighting hunger. In 2003 the Network incorporated as a 501(c)3 organization. The same year the first Network truck was purchased to facilitate delivery of food from GCFD to Network partners. The Pantry on Wheels program also launched to serve the Riverdale community which was identified as a gap tract for emergency food services. In the spirit of south side unity GRWP partnered with the Bronzeville and Englewood networks for the Hunger Options for People Everywhere (HOPE) initiative in 2006.  As a result of this established track record of cooperative work GRWP was granted the opportunity to work with a consultant to develop a strategic plan sponsored by GCFD and the Goodman Foundation. Once this guiding document was created in late 2009 the Network received two additional grants covering the two year period the first funding a part-time Goodman Local Hunger Fe
393,Governors State University Center for Performing Arts,"Center for Performing Arts opened in December 1995 culminating a 10-year quest to bring a world class performing arts facility to Chicago Southland. In total, $7.2 million was raised through the collaborative efforts of community leaders and philanthropists who saw a need for a cultural enrichment in a community where there was none."
394,Jazz Institute of Chicago,"The Jazz Institute of Chicago (JIC) was founded in 1969 by a small band of jazz fans, writers, club owners and musicians to preserve the historical roots of Chicago's music and ensure the music would not be lost in a time when rock was subsuming cultural economics. For over 40 years JIC?s programs have focused particularly on the contributions of Chicago's musicians and history, and emphasize the importance for youth to recognize and understand jazz as a significant part of their cultural and intellectual heritage."
395,Environmental Law and Policy Center of the Midwest,
396,AgeOptions,As a private not-for-profit organization and an Area Agency on Aging since 1974 AgeOptions serves a diverse population of more than 480000 older adults in 130 communities in suburban Cook County. We develop programs to meet the diverse needs of our areaâs aging population and support a network of local community organizations that provide services to help older adults to remain independent in their communities. Beyond our responsibilities as an Area Agency on Aging AgeOptions coordinates several additional initiatives and with our network of community partners we served more than 234000 people in 2012. AgeOptions and its network of partners (72 community-based senior service organizations) are the principal source for senior services in suburban Cook County. AgeOptions has extensive experience in outreach and benefits enrollment with diverse and vulnerable populations. In 1999 AgeOptions created the Health Care Choices (HCC) program a unique resource for thousands of people making difficult health care covera
397,"United Negro College Fund, Inc.",
398,PCC Community Wellness Center,PCC was founded in the recognition of a need for community-based healthcare services for the medically underserved and disadvantaged populations living in Chicagoâs Westside communities. Originating in 1980 as the Parent Child Center PCC consisted of a three-room clinic of West Suburban Hospital that offered prenatal postpartum and infant care to underserved women and children living in the Austin community. In 1992 PCC was incorporated as an independent 501(c)(3) nonprofit organization and attained the status of a Federally Qualified Health Center in 1994. Since then PCC has grown to encompass nine health centers that offer comprehensive care and support services to the Westside communities of Chicago and near west suburbs. PCC also provides care at partner hospitals West Suburban Medical Center Westlake Hospital and Norwegian American Hospital.PCC experienced phenomenal growth over the years transitioning from 11359 patients in 2002 to 43737 patients totaling 140430 patient visits in 2011. Many communities 
399,Chicago Citywide Literacy Coalition,
400,Young Nonprofit Professionals Network Chicago,
401,The AIDS Foundation of Chicago,In the mid-1980s health and human service agencies in Chicago were being challenged to address the special needs of people with HIV/AIDS. In 1985 four local visionaries Dr. Ron Sable Dr. Renslow Sherer Judy Carter and William Young founded the AIDS Foundation of Chicago (AFC) to fund and coordinate the efforts of these organizations. In 1986 AFC founded a coalition known as the Service Providers Council (SPC) to provide leadership in coordinating the metropolitan areaâs system of HIV/AIDS prevention and care. The only coalition of its kind in the country the SPC currently consists of more than 150 agencies that work in partnership with AFCâs board and staff to help determine AFC's policy program and grantmaking priorities; identify service gaps; and expand and improve HIV care and education programs. Since the inception of its grantmaking program in 1988 AFC has awarded local organizations $20 million in private philanthropic support to conduct HIV/AIDS prevention and care activities across the metropolitan a
402,Cerqua Rivera Dance Theatre,"Now in its 15th season, Cerqua Rivera Dance Theatre was founded in 1996 by a trio of successful artists, Joe Cerqua, a composer and accomplished musician, Wilfredo Rivera, choreographer and dancer, and painter/muralist Matt Lamb. The company is the recipient of a 2001 After Dark Award for the company premiere of ?The American Plan,? and in 2009, Wilfredo Rivera was honored with the Cliff Dwellers Arts Foundation Choreography Award for his body of work with CRDT. Additional theatrical and musical theatre choreography includes productions for The Goodman Theatre, Bailiwick Theatre, The Metropolis Arts Center, Columbia College, ATC (American Theater Co.), APT(American Players Theater), Porchlight Theater and Pegasus Players."
403,Lincoln Park Community Shelter,
404,Lawndale Christian Legal Center,North Lawndale was once the headquarters of industrial giants like Sunbeam and Sears Roebuck and Co. Within two short years of the riots that followed Dr. Kingâs assassination in 1968 75% of North Lawndaleâs businesses had left the area precipitating drastic socioeconomic decline (Steans Family Foundation 2009). LCLC was conceived in 1978 when members of Lawndale Community Church surveyed a group of North Lawndale residents about their greatest needs amid the devastated community. The residents listed inexpensive health care a basketball gym improved housing and competent and affordable legal services. Within a decade the church founded a thriving medical center fitness center with a basketball gym and development corporation. It wasnât until 2009 however that the church had the means to establish a legal center. By January 2010 the church voted to found LCLC as a separate public benefit corporation and in April 2010 LCLC opened its doors with Cliff Nellis a resident of North Lawndale and graduate of the Univ
405,Crossroads Fund,"A group of young people with wealth began meeting in 1979 with the goal of creating an alternative foundation that would redistribute money to Chicago organizations engaged in grassroots activities designed to bring about fundamental social and political change in the city.  The young people who founded Crossroads Fund were based in Chicago, but they were part of a national movement to increase the amount of money available for progressive activism."
406,"Methodist Youth Services, Inc.","MYS was incorprated in 1965, it was a few years before that, a few men from a local Methodist Church joined forces to get kids off the street. More specifically, when they saw young homeless men living on the street, their reaction was to rent a couple of rooms at the local YMCA. Now more than 40 years later, MYS has developed into a fully operational Child Welfare Agency working with the 'State of Illinois' to help abused/neglected youth who would otherwise be homeless. MYS continues to offer Shelter to the needy, In addition, to providing shelter, MYS has also incorporated a food pantry to provide food to young adults and their families, MYS also provides clinical and case management services to teach daily living skills and the value of independence. As times have changed over the years, so has MYS to meet the growing demands and needs of our clientele."
407,Association for the Advancement of Creative Musicians,
408,Chicago Metropolitan Agency for Planning,
409,Movement Strategy Center Rebuild the Dream Innovation Fund,
410,South Shore Drill Team & Performing Arts Ensemble,"The year 2010 marks the 30th anniversary of South Shore Drill Team, well recognized for its high-energy, professional-level performances. Since 1980, South Shore Drill Team has reached out to young people who are at risk for dropping out of school and becoming involved in gangs or drugs. From a handful of neighborhood children, the team has grown to over 350 members ranging in age from 8 to 21. Founder Arthur Robertson is a former Chicago Public School teacher who continues to direct the group today. Team members are required to be students in good standing, and their grades are monitored. Although many come from schools where the drop-out rate is 55%, the team sees 99.5% of its members graduate from high-school, and most go on to college or technical schools. The team performs at more than 100 events with a combined live audience of more than 2.5 million annually. The chance to travel and perform is a strong motivating factor for young people to work hard in school and at rehearsals. In addition to its uniqu"
411,Neighborhood Housing Services of Chicago,
412,Illinois College of Optometry,
413,Albany Park Theater Project,"Albany Park Theater Project was formed in 1997 by David Feiner and the late Laura Wiley. Drawn to the diversity and immigrant nature of the working-class Albany Park neighborhood they sought to create an organization that explored the relationships between theater education and social justice. Since our founding APTP teens have created more than 50 original plays performed for more than 34000 people opened their neighborhood's only performing arts space and received numerous local and national awards including an Award of Excellence from the Illinois Theater Association the Midwest Light of Human Rights Award from the National Immigrant Justice Center and the Coming Up Taller Award from the President?s Committee on the Arts and Humanities. APTP has a reputation for consistently producing some of the highest quality most emotionally affecting theater in Chicago. ""I never think of these performers as anything but professional. They have intense training. The way they create a sense of community on the stage it?"
414,DanceWorks Chicago,
415,"Restoration Ministries, Inc.","Restoration Ministries was founded in 1988 with the sole purpose of helping men with histories of drug addiction rebuild their lives. Our first program was Harvey House, a free 18-month Christian-based residential drug recovery program. Today, Restoration Ministries operates 26 programs and serves all segments of the population in Harvey and the surrounding suburbs with a special emphasis on at-risk, disadvantaged children and teens. To respond to the needs of the community, Restoration Ministries opened a Food Pantry in 1990. To give children and teens alternatives to the negative influences in the their lives, in 1992 we created Project Intercept, a youth development and gang prevention program. Under the Project Intercept umbrella, we offer programs and activities that help children achieve academic success, identify and develop talents and avoid destructive behaviors. These programs include Homework Help and Tutoring, the Harvey Boxing Club, Chess Club, Gallery of the Arts Visual and Performing Arts Cente"
416,North Lawndale Employment Network,NLEN was founded in 1999 through an 18-month community planning effort led by the Steans Family Foundation to serve the unmet employment needs of the North Lawndale community. NLENâs approach to addressing the extremely high rates of unemployment and underemployment in North Lawndale is to offer employment services and transitional jobs to North Lawndale residents many of whom are formerly incarcerated persons and others with significant barriers to employment. Four goals underlie NLENâs mission: 1) Strengthen NLENâs ability to help North Lawndale residents find employment 2) Raise NLENâs profile as a leader in providing employment solutions for people with significant barriers to employment 3) Advance NLENâs workforce development model to incorporate green employment and 4) Build on NLENâs strengths as a catalyst for economic development. NLEN continually updates its services to meet the employment needs of clients and the community at large.Though some find work on their own there are long-standing barriers
417,Bishop Arthur M. Brazier Foundation,
418,Chicago Arts Partnerships in Education,"Chicago Arts Partnerships in Education (CAPE) works toward a future in which young people are empowered, through education and the arts, to fully realize their academic, creative and personal potential. CAPE believes that a student who is highly engaged at school has the best chance of future wellness and success. CAPE uses a model of inquiry-based teaching and learning in partnerships to produce students who are more motivated, more creative and more focused on learning. CAPE currently serves more than 8,000 students in 150 Chicago Public Schools, primarily in underserved, economically disadvantaged areas of the city. Internationally recognized and unique in its field, CAPE has been collaborating with local, state and national agencies for nearly twenty years to create and implement innovative programs that integrate the arts with school curriculum. CAPE also has an extensive research agenda guided by a full time research associate and several university based consultants. Research studies, produced by CAPE "
419,Chicago Dramatists,"n 1979 a group of playwrights gathered in a basement, read their new plays aloud and committed to helping each other develop their plays and careers. These semi-monthly readings evolved into The Saturday Series and the group moved into a storefront in the old Organic Theater building on Clark. In 1981 Chicago Dramatists was fully incorporated as one of the country?s first play development centers in the country. By 1986, Chicago Dramatists hired staff: Managing Director Gary Brichetto and Artistic Director Russ Tutterow. The Resident Playwright program was introduced, and we moved to our current home on Chicago Avenue."
420,Instituto del Progreso Latino,Founded in 1977 Instituto del Progreso Latino has a long tradition as a leader in delivering important and effective education and training programs. Institutoâs evolution and expansion has been informed by the needs of its program participants throughout its 37 year history. Created to help Latina/os learn basic skills pass the civil service exam and obtain higher paying post office jobs Instituto has grown into a flourishing educational center providing high-quality programs in workforce development adult education youth development and education and citizenship to 9000 Chicagoans annually at five (5) locations located in Pilsen Little Village and Back of the Yards. Thousands of families have walked through Institutoâs doors transforming their lives through learning English earning their GED or high school diploma increasing their job skills finding employment or becoming U.S. citizens.
421,Kalapriya Foundation Center for Indian Performing Arts,
422,"The Peterson Garden Project, Inc.",
423,Chicago Area Runners Association,
424,Bright Pink,
425,Center for Economic Progress,
426,Ukrainian Institute of Modern Art,
427,Shattered Globe Theatre,
428,Northwest Side Housing Center,
429,Howard Brown Health Center,
430,Open Studio Project,
431,St. Sabina Employment Resource Center,
432,Mudlark Theater Company,
433,Thrive Chicago,
434,Catholic Charities of the Diocese of Joliet,
435,Elastic Arts Foundation,
436,Center for Housing & Health,
437,The University of Chicago,"CCSR began in the wake of Chicago?s decentralization reforms when the Chicago School Reform Act of 1988 devolved substantial resources and authority to local schools. Given the magnitude of this experiment, CPS and the advocates of reform?largely the foundation community and local reform organizations?believed it was important to establish an independent organization that would be charged with conducting independent, objective evaluations of the progress of reform and engaging in research that would assist local schools in developing their own strategies. Thus, in 1990, CCSR was founded."
438,Trustees of Princeton University,
439,"Kingdom Community, Inc.",We began our operations as an owner and operator of residential properties in the Austin community.  We successfully produced housing renovation projects as well as the development of commercial units that have provided opportunities for small business development and job creation.  We currently own and maintain 111 residential units and 4 commercial units.  By our commitment to provide quality rental housing we expanded our operations to include supportive services in the community.    Kingdom Community Inc. has served Chicago?s at-risk Westside Communities for over 8 years through advocacy intervention counseling services self-development and empowerment opportunities to low-income and disadvantaged individuals and families.  Kingdom Community Inc. has maintained a successful track record of working with adults and youth in the Austin North Lawndale and Garfield Park communities. Over 1200 clients have benefited from the services we provide.  Many of the clients are low-income single parents at-risk youth e
440,The Chicago Neighborhood Initiative,"CNI is committed to holistically promoting economic development in low to moderate income neighborhoods throughout Chicago. CNI was established in January 2010 with the charitable purpose of generating economic development and combating community deterioration in low income communities throughout Chicago. CNI is recognized by the IRS as tax exempt for federal purposes and by the U.S. Treasury as a Community Development Entity (""CDE"")."
