,iyear,imonth,iday,city,latitude,longitude,attacktype1_txt,targtype1_txt,nkill,summary
969,1975,3,30,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Private Citizens & Property,0.0,
970,1975,4,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
971,1975,4,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
972,1975,4,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
973,1975,4,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
974,1975,4,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
975,1975,4,3,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Government (General),0.0,
976,1975,4,4,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,
977,1975,4,5,Los Angeles,34.09833,-118.32583000000001,Bombing/Explosion,Business,0.0,
978,1975,4,5,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Tourists,0.0,
979,1975,4,8,San Jose,37.338475,-121.88579399999999,Bombing/Explosion,Utilities,0.0,
980,1975,4,10,New York City,40.712784,-74.005941,Facility/Infrastructure Attack,Government (Diplomatic),0.0,
981,1975,4,13,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Business,0.0,
982,1975,4,21,Sacramento,38.579065,-121.49101399999999,Armed Assault,Business,0.0,
983,1975,4,21,Sacramento,38.579065,-121.49101399999999,Unknown,Business,1.0,
984,1975,4,28,Denver,39.74001,-104.992259,Bombing/Explosion,Government (General),0.0,"04/28/1975: A pipebomb exploded outside the home of CIA official and regional director James Sommerville in Denver, Colorado in the United States, causing damage to windows and destroying brick portions of the roof and inside of the house, including the front wall and sprinkler system.  There were no casualties in the blast, and  police suspect radicals, influenced by the earlier bank explosion that day at the American National Bank, were responsible for this bombing."
985,1975,4,28,Denver,39.74001,-104.992259,Bombing/Explosion,Business,0.0,
986,1975,5,1,Sacramento,38.579065,-121.49101399999999,Bombing/Explosion,Police,0.0,
987,1975,5,2,Santa Monica,34.011565000000004,-118.49228899999999,Bombing/Explosion,Government (General),0.0,
988,1975,5,7,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Business,0.0,
989,1975,5,9,Berkeley,37.869885,-122.27053899999999,Bombing/Explosion,Business,0.0,
990,1975,5,10,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
991,1975,5,10,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Business,0.0,
992,1975,5,11,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Private Citizens & Property,,
993,1975,5,14,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Business,,
994,1975,5,19,San Quentin,37.941798999999996,-122.48835,Bombing/Explosion,Business,0.0,
995,1975,5,23,San Juan,18.46617,-66.106654,Bombing/Explosion,Business,0.0,"05/23/1975: Suspected members of the Armed Forces for National Liberation (FALN) bombed a bank in San Juan, Puerto Rico.  The explosion shattered the front windows of the bank, but it is unknown if there were any casualties."
996,1975,5,23,San Juan,18.46617,-66.106654,Bombing/Explosion,Business,0.0,"05/23/1975: Suspected members of the Armed Forces for National Liberation (FALN) bombed a bank in San Juan, Puerto Rico.  The explosion shattered the front windows of the bank, but it is unknown if there were any casualties."
997,1975,5,23,San Juan,18.46617,-66.106654,Bombing/Explosion,Business,0.0,"05/23/1975: Suspected members of the Armed Forces for National Liberation (FALN) attempted to bomb a McDonald's fast-food restaurant in San Juan, Puerto Rico, after two banks were bombed the same day in different parts of the city.  However, the bomb at the restaurant did not detonate."
998,1975,5,26,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
999,1975,5,31,Olympia,47.039225,-122.891429,Bombing/Explosion,Government (General),0.0,
1000,1975,6,8,San Francisco,37.777125,-122.41964399999999,Assassination,Private Citizens & Property,2.0,
1001,1975,6,14,Chicago,41.88415,-87.632409,Bombing/Explosion,Government (General),0.0,"06/14/1975: Members of Armed Forces for National Liberation (FALN) attempted to bomb the Federal Building in Chicago, Illinois, in the United States, but the bomb did not detonate. FALN members claimed the attack by calling the Associated Press and stating that they placed three bombs at ""capitalist institutions in Chicago"" as well as telling of a type-written note left at a phone booth in a food shop at Union Station in Chicago. This attempted bombing occurred in conjunction with Chicago's Annual Puerto Rican day parade."
1002,1975,6,14,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,
1003,1975,6,14,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,"06/14/1975: In the United States, members of the Armed Forces for National Liberation (FALN) bombed the United Insurance building in Chicago, Illinois, housing the United American Bank on the first floor of the building. FALN members claimed the attack by calling the Associated Press and stating that they placed three bombs at ""capitalist institutions in Chicago"" as well as telling of a type-written note left at a phone booth in a food shop at Union Station in Chicago. This explosion occurred in conjunction with Chicago's Annual Puerto Rican day parade.  Three people had minor injuries from the attack and the blast shattered windows through the tenth floor of the Insurance Building."
1004,1975,6,16,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1005,1975,6,16,San Juan,18.46617,-66.106654,Bombing/Explosion,Government (General),0.0,"06/16/1975: In a suburb of San Juan, Puerto Rico, four panel trucks belonging to the Church and Tower Corporation, subcontracted by the Puerto Rico telephone company, were bombed by suspected members of the Armed Forces for National Liberation (FALN).  The blasts partially destroyed the trucks, and a fifth bomb exploded while police were dismantling the device, but there were no casualties.  These bombings are believed to have been an act of sabotage against the government-owned telephone lines installation company, whose employees had been on strike since about two months prior to this incident (April 22)."
1006,1975,6,23,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1007,1975,6,27,Alameda,37.766585,-122.244739,Bombing/Explosion,Government (General),0.0,
1008,1975,6,27,Keystone,43.878581,-103.45906,Bombing/Explosion,Government (General),0.0,"6/27/1975: Suspected members of the American Indian Movement bombed the visitors center of the Mount Rushmore National Memorial near Keystone, South Dakota in the United States.  There were no casualties but the glass walls of the facility were shattered."
1009,1975,7,2,Chattanooga,35.046440000000004,-85.309464,Armed Assault,Private Citizens & Property,0.0,"07/02/1975:  Four members belonging to the black Muslim religious sect, including two children, were shot at from a passing car in Chattanooga, Tennessee, in the United States.  This was the second shooting of black Muslims from a passing car within a week.  All four victims were treat for minor shotgun wounds.  The perpetrators and motives are unknown."
1010,1975,7,14,Cleveland,41.504365,-81.69045899999999,Bombing/Explosion,Government (General),0.0,
1011,1975,7,15,Los Angeles,34.053490000000004,-118.245319,Bombing/Explosion,Government (Diplomatic),0.0,
1012,1975,7,18,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
1013,1975,7,21,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Police,0.0,
1014,1975,7,26,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Private Citizens & Property,,
1015,1975,8,4,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1016,1975,8,5,Tacoma,47.255134999999996,-122.441654,Bombing/Explosion,Government (General),0.0,
1017,1975,8,6,Everett,47.976575,-122.206419,Bombing/Explosion,Government (General),0.0,"8/6/1975: In a series of two related incidents, the George Jackson Brigade bombed the Bureau of Indian Affairs' administration office in Everett, Washington, United States.  There were no casualties but the building sustained an estimated $10,000 in damages."
1018,1975,8,8,Woodside,37.429939000000005,-122.253856,Bombing/Explosion,Business,0.0,
1019,1975,8,8,Denver,39.74001,-104.992259,Bombing/Explosion,Government (General),0.0,"8/8/1975: Unknown perpetrator(s) bombed the United States Courthouse in Denver, Colorado, United States.  There were no casualties but a door and windows of the building were shattered.  Windows in adjacent buildings were damaged as well."
1020,1975,8,16,El Monte,34.06857,-118.027606,Assassination,Violent Political Party,1.0,
1021,1975,8,20,San Rafael,37.97457,-122.532474,Bombing/Explosion,Police,0.0,
1022,1975,9,5,Salt Lake City,40.759505,-111.88822900000001,Bombing/Explosion,Business,0.0,
1023,1975,9,5,Sacramento,38.579065,-121.49101399999999,Assassination,Government (General),0.0,"9/5/1975: Lynette Fromme, a follower of Charles Manson, pointed a gun at President Gerald Ford as he walked to the California State Capitol Building in Sacramento, California, in the United States.  There were four bullets in the gun, but none in the firing chamber and Fromme was seized by two Secret Service agents immediately after brandishing her weapon.  Fromme maintained that she did not want to shoot the President and has given conflicting reports describing her motivations.  She has stated that she used the incident to bring attention to the unfair conviction of Charles Manson, and three others for the 1969 Tate-Labianca murders.  However, on other occasions Fromme stated that she pointed a gun at President Ford to raise the awareness of various environmental causes."
1024,1975,9,12,Phoenix,33.44826,-112.075774,Bombing/Explosion,Government (General),0.0,
1025,1975,9,12,Seattle,47.603559999999995,-122.329439,Bombing/Explosion,Government (General),0.0,
1026,1975,9,14,Seattle,47.62001,-122.312626,Bombing/Explosion,Business,0.0,"9/14/1975: Ralph Patrick Ford, a suspected member of the George Jackson Brigade, died when a pipe bomb that he was attempting to place at a Safeway store in Seattle, Washington, United States, prematurely detonated.  The store sustained around $3,000 in damages."
1027,1975,9,18,Seattle,47.603559999999995,-122.329439,Bombing/Explosion,Business,0.0,
1028,1975,9,19,Dayton,39.759881,-84.189983,Assassination,Private Citizens & Property,1.0,"9/19/1975: Neal Long, armed with a shotgun, shot and killed desegregation planner Dr. Charles Glatt at the old federal building in Dayton, Ohio, in the United States.  Long was detained immediately after the shooting."
1029,1975,9,22,San Francisco,37.777125,-122.41964399999999,Assassination,Government (General),0.0,
1030,1975,9,26,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Journalists & Media,,
1031,1975,10,4,Portland,43.659145,-70.256654,Hostage Taking (Barricade Incident),Business,0.0,"10/04/1975: Three members of the United Freedom Front robbed the Northeast Bank of Westbrook in Portland, Maine, United States. They attempted to get away with about $11,700, but dropped most of the money while fleeing, netting them $3,594.  It is unknown if anyone was injured in the incident.  The perpetrators, James William Barrett, Raymond L. Levasseur (the leader of the UFF) and Thomas W. Manning, were indicted in 1977 on charges for the robbery, from which they used the money to finance bombings and other activities to further their cause of redistributing economic wealth in the U.S. and ending American imperialism."
1032,1975,10,6,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Government (Diplomatic),0.0,
1033,1975,10,10,Fort Lauderdale,26.12367,-80.143564,Bombing/Explosion,Government (General),0.0,
1034,1975,10,13,Redwood City,37.484175,-122.227102,Bombing/Explosion,Utilities,0.0,
1035,1975,10,13,Belmont,37.51834,-122.27620900000001,Facility/Infrastructure Attack,Utilities,0.0,
1036,1975,10,13,Pine Ridge,43.027440000000006,-102.556246,Bombing/Explosion,Government (General),0.0,"10/13/1975: In a series of four related attacks, suspected members of the American Indian Movement bombed the headquarters of the Bureau of Indian Affairs on the Pine Ridge Indian Reservation in South Dakota, United States.  There were no casualties but the building sustained an estimated $20,000 in damages.  These incidents occurred on Columbus Day."
1037,1975,10,13,Pine Ridge,43.027440000000006,-102.556246,Bombing/Explosion,Government (General),0.0,"10/13/1975: In a series of four related attacks, suspected members of the American Indian Movement bombed the Bureau of Indian Affairs Law and Order office on the Pine Ridge Indian Reservation in South Dakota, United States.  There were no casualties but the bomb shattered windows and caused minor damage to the interior of the building.  These incidents occurred on Columbus Day."
1038,1975,10,13,Pine Ridge,43.027440000000006,-102.556246,Bombing/Explosion,Government (General),0.0,"10/13/1975: In a series of four related attacks, suspected members of the American Indian Movement bombed the Oglala Sioux Tribal Headquarters on the Pine Ridge Indian Reservation in South Dakota, United States.  There were no casualties but a hole three-feet wide hole was blasted into the building.  These incidents occurred on Columbus Day."
1039,1975,10,13,Pine Ridge,43.027440000000006,-102.556246,Bombing/Explosion,Utilities,0.0,"10/13/1975: In a series of four related attacks, suspected members of the American Indian Movement bombed the Nebraska Public power district substation south of the Pine Ridge Indian Reservation in South Dakota, United States.  Two transformers were damaged but the power was not knocked out.  These incidents occurred on Columbus Day."
1040,1975,10,17,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Transportation,0.0,
1041,1975,10,20,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Airports & Aircraft,0.0,
1042,1975,10,24,Oakland,37.805065,-122.27302399999999,Bombing/Explosion,Business,0.0,"10/24/1975: Unknown perpetrator(s) placed a bomb in a telephone booth outside of a Safeway supermarket in Oakland, California, United States.  There were no casualties but the telephone booth was destroyed and the windows of the Safeway store were shattered."
1043,1975,10,27,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1044,1975,10,27,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1045,1975,10,27,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1046,1975,10,27,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (General),0.0,
1047,1975,10,27,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1048,1975,10,27,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (General),0.0,
1049,1975,10,27,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,
1050,1975,10,27,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,
1051,1975,10,27,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,
1052,1975,10,31,Miami,25.764367,-80.20152900000001,Assassination,Private Citizens & Property,1.0,
1053,1975,10,31,Oakland,37.805065,-122.27302399999999,Bombing/Explosion,Business,0.0,
1054,1975,10,31,Marina,36.684403,-121.802173,Bombing/Explosion,Private Citizens & Property,0.0,
1055,1975,11,1,San Juan,18.46617,-66.106654,Bombing/Explosion,Maritime,0.0,
1056,1975,11,9,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1057,1975,11,27,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Airports & Aircraft,0.0,
1058,1975,11,27,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,
1059,1975,11,30,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,
1060,1975,12,2,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Police,0.0,
1061,1975,12,3,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Government (General),0.0,"12/3/1975: A pipe bomb exploded at a local building used by the Federal Bureau of Investigation in Miami, Florida, United States.  The bomb was set behind a newspaper rack in the lobby. This explosion occurred in conjunction with three other blasts this day at two post offices and a social security office, respectively. Additionally, a fifth device was found, but dismantled by police before it  exploded.  Although no one claimed responsibility for the attack, it is suspected that this was the action of Cuban exiles as various Cuban exile groups, who opposed the re-establishment of diplomatic relations between the United States and Cuba,  had been active and claiming attacks in the Miami area over the course of the year.  The blast caused minor damage, but it is unknown if any casualties resulted."
1062,1975,12,3,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Government (General),0.0,"12/3/1975: In the United States, a pipe bomb exploded at a post office in Miami, Florida, in conjunction with three other blasts this day at another post office, an FBI building, and a social security office. Additionally, a fifth device was found, but dismantled by police before it  exploded.  Although no one claimed responsibility for the attack, it is suspected that this was the action of Cuban exiles as various Cuban exile groups, who opposed the re-establishment of diplomatic relations between the United States and Cuba,  had been active and claiming attacks in the Miami area over the course of the year.  The blast caused minor damage, but it is unknown if any casualties resulted."
1063,1975,12,3,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Government (General),0.0,"12/3/1975: A pipe bomb exploded at a post office in Miami, Florida, United States, in conjunction with three other blasts this day at another post office, an FBI building, and a social security office. Additionally, a fifth device was found, but dismantled by police before it  exploded.  Although no one claimed responsibility for the attack, it is suspected that this was the action of Cuban exiles as various Cuban exile groups, who opposed the re-establishment of diplomatic relations between the United States and Cuba,  had been active and claiming attacks in the Miami area over the course of the year.  The blast caused minor damage, but it is unknown if any casualties resulted."
1064,1975,12,3,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Government (General),0.0,"12/3/1975: A pipe bomb exploded at the Social Security office in Miami, Florida, United States, in conjunction with three other blasts this day, two at post offices, and one at an FBI building. Additionally, a fifth device was found, but dismantled by police before it  exploded.  Although no one claimed responsibility for the attack, it is suspected that this was the action of Cuban exiles as various Cuban exile groups, who opposed the re-establishment of diplomatic relations between the United States and Cuba,  had been active and claiming attacks in the Miami area over the course of the year.  The blast caused minor damage, but it is unknown if any casualties resulted."
1065,1975,12,4,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Police,0.0,
1066,1975,12,10,Boston,42.358635,-71.056699,Facility/Infrastructure Attack,NGO,0.0,"12/10/1975: A molotov cocktail is thrown through the front window of the NAACP office in South Boston, Massachusetts, United States, by four white men driving by in a car around midnight.  The firebomb damaged files, furniture and possibly structural beams, causing over $2,000 in damages.  No casualties resulted from the incident. The firebombing came as response to US District Court Judge W. Arthur Garrity Jr.'s decision to place South Boston High School under federal court supervision and implement desegregation.  His decision was met with fights between black and white students at the high school, and opposition and anger from many school officials and political leaders in Boston who denounced his orders and his lack of acknowledgement of faculty efforts to implement his desegregation requirements."
1067,1975,12,11,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Business,0.0,
1068,1975,12,12,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Business,0.0,
1069,1975,12,12,Augusta,44.310519,-69.779646,Hostage Taking (Barricade Incident),Business,0.0,"12/12/1975: Three members of the United Freedom Front robbed the Civic Center branch of the Bank of Maine in Augusta, Maine, United States.  It is unknown whether any injuries resulted from the incident, but the perpetrators stole $12,606.  The perpetrators, Ray Luc Levasseur, and Carol Ann Manning and her husband, Thomas Manning were arrested and indicted for the robbery."
1070,1975,12,15,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1071,1975,12,15,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1072,1975,12,23,Denver,39.74001,-104.992259,Bombing/Explosion,Government (General),0.0,
1073,1975,12,28,Belmont,37.51834,-122.27620900000001,Bombing/Explosion,Business,0.0,
1074,1975,12,28,San Juan,18.46617,-66.106654,Bombing/Explosion,Maritime,0.0,
1075,1975,12,29,Chicago,41.88415,-87.632409,Assassination,Government (Diplomatic),0.0,
1076,1975,12,29,New York City,40.712784,-74.005941,Bombing/Explosion,Airports & Aircraft,11.0,
1077,1975,12,30,Berkeley,37.869885,-122.27053899999999,Bombing/Explosion,Business,0.0,
1078,1975,12,31,Bellevue,47.61002,-122.187549,Bombing/Explosion,Business,0.0,
1079,1975,12,31,Seattle,47.603559999999995,-122.329439,Bombing/Explosion,Utilities,0.0,
1080,1976,1,1,Unknown,,,Unarmed Assault,Government (General),0.0,
1081,1976,1,10,San Francisco,37.777125,-122.41964399999999,Assassination,Government (General),0.0,
1082,1976,1,10,San Francisco,37.777125,-122.41964399999999,Assassination,Government (General),0.0,
1083,1976,1,11,Anaheim,33.83276,-117.915719,Bombing/Explosion,Private Citizens & Property,0.0,
1084,1976,1,12,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1085,1976,1,12,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1086,1976,1,13,Novato,38.106075,-122.567889,Bombing/Explosion,Business,0.0,
1087,1976,1,14,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Government (Diplomatic),0.0,
1088,1976,1,16,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1089,1976,1,21,Sacramento,38.546887,-121.508201,Bombing/Explosion,Religious Figures/Institutions,0.0,"01/21/1976: In Sacramento, California, United States, Jewish temple B'nai Israel was the target of an attempted bombing by unknown perpetrator(s). No warning was given."
1090,1976,1,23,Tukwila,47.462201,-122.25423899999998,Armed Assault,Business,1.0,
1091,1976,1,28,Phoenix,33.44826,-112.075774,Bombing/Explosion,Government (General),0.0,
1092,1976,1,30,Santa Clara,37.355509000000005,-121.95426200000001,Bombing/Explosion,Business,0.0,
1093,1976,2,1,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,
1094,1976,2,1,San Geronimo,38.014410999999996,-122.66847,Bombing/Explosion,Utilities,0.0,
1095,1976,2,1,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Private Citizens & Property,0.0,"02/01/1976: The New World Liberation (NWLF) Front bombed the car of a property landlord in San Francisco, California, United States, whose name appeared the next day on a letter, sent to the San Francisco Chronicle by NWLF members, with a list of slumlords and demands for dwellings to be brought up to standards with fire and safety codes.  This occurred in conjunction with the attempted bombing of another slum landlord's home  on this same day (197602010001). There was damage to the car due to the blast, but no casualties resulted."
1096,1976,2,4,Keyes,37.55765,-120.913774,Facility/Infrastructure Attack,Private Citizens & Property,,"02/04/1976: An arson, set by unknown perpetrator(s), destroyed the home of a black contractor in Keyes, California, in the United States.  His residence was one of only two black families in the town of 1,500 people, and several previous attempts at persuading the family to leave town had been unsuccessful.  It is unknown whether any injuries or fatalities resulted from the arson."
1097,1976,2,12,San Simeon,35.612751,-121.14396699999999,Bombing/Explosion,Business,0.0,
1098,1976,2,13,San Mateo,37.54703,-122.314834,Bombing/Explosion,Utilities,0.0,
1099,1976,2,21,San Francisco,37.777125,-122.41964399999999,Facility/Infrastructure Attack,Utilities,0.0,
1100,1976,2,27,New York City,40.712784,-74.005941,Armed Assault,Private Citizens & Property,0.0,
1101,1976,3,5,Palo Alto,37.441883000000004,-122.14301999999999,Bombing/Explosion,Business,0.0,
1102,1976,3,5,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Government (General),0.0,
1103,1976,3,5,Palo Alto,37.441883000000004,-122.14301999999999,Bombing/Explosion,Educational Institution,0.0,
1104,1976,3,8,New York City,40.712784,-74.005941,Bombing/Explosion,Airports & Aircraft,0.0,
1105,1976,3,8,New York City,40.712784,-74.005941,Bombing/Explosion,Airports & Aircraft,0.0,
1106,1976,3,8,Louisville,38.25486,-85.76640400000001,Bombing/Explosion,Private Citizens & Property,0.0,"03/08/1976: Unknown perpetrator(s) exploded dynamite in front of the home of Alfis Coleman, the only black man in a white neighborhood in Louisville, Kentucky, United States.  There were no casualties, but the explosion broke the windows in the front of the home. Coleman's family was also the target of several incidents since the schools in surrounding counties were desegregated in September 1975, including getting rocks thrown through the windows of his home as well as shots fired into the house, prior to this incident."
1107,1976,3,11,Redding,40.587515,-122.39293400000001,Bombing/Explosion,Private Citizens & Property,0.0,"03/11/1976: The Hearst family retreat, a 39,000-acre estate at Wyntoon in Redding, California, United States, is bombed.  The bombing, claimed by the New World Liberation Front (NWLF), caused boards in the foundation of the home to crack. It is unknown if any casualties occurred in this incident."
1108,1976,3,25,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1109,1976,3,31,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Business,,
1110,1976,4,2,New York City,40.712784,-74.005941,Armed Assault,Government (Diplomatic),0.0,
1111,1976,4,3,Coral Gables,25.721293,-80.268664,Bombing/Explosion,Educational Institution,,
1112,1976,4,5,Unknown,27.664827000000002,-81.515754,Armed Assault,Maritime,1.0,
1113,1976,4,5,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1114,1976,4,14,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,
1115,1976,4,14,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Private Citizens & Property,,
1116,1976,4,22,Boston,42.358635,-71.056699,Bombing/Explosion,Government (General),0.0,
1117,1976,4,26,Beverly Hills,34.061464,-118.410425,Bombing/Explosion,Educational Institution,0.0,"04/26/1976: A bomb exploded at Beverly Hills High School in Beverly Hills, California, United States, where Southern California Turkish folk dance group, Fotem, was scheduled to perform.  No casualties and only minor damage resulted from the blast.  Unknown Armenian nationalists are suspected to be responsible for the incident, which caused  several performance cancellations.  The incident coincided with demonstrations by protesting Armenians and Armenian sympathizers against U.S. Aid to Turkey."
1118,1976,4,30,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Journalists & Media,0.0,
1119,1976,5,2,New York City,40.712784,-74.005941,Bombing/Explosion,Government (General),0.0,
1120,1976,5,2,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1121,1976,5,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1122,1976,5,2,New York City,40.712784,-74.005941,Bombing/Explosion,Business,0.0,
1123,1976,5,7,Miami,25.764367,-80.20152900000001,Bombing/Explosion,Business,,
1124,1976,5,11,Augusta,44.310519,-69.779646,Bombing/Explosion,Business,,
1125,1976,5,13,Hyattsville,38.95259,-76.942074,Armed Assault,Government (Diplomatic),0.0,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130003)."
1126,1976,5,13,Hyattsville,38.95259,-76.942074,Armed Assault,Government (Diplomatic),0.0,"05/13/1976: Shots were fired through the windows of the home of a Soviet diplomat in Hyattsville, Maryland, United States.  Former Chairman of the Jewish Defense League, William Perl, was given a suspended sentence and a fine for the shootings.  It is unknown whether there were any injuries or fatalities in this incident. This was one of two similar incidents (197605130002)."
1127,1976,5,14,San Francisco,37.777125,-122.41964399999999,Bombing/Explosion,Business,0.0,"05/14/1976: The Larkspur branch of the Bayview Federal Savings Corporation is bombed in San Francisco, California, United States.  The New World Liberation Front (NWLF) claims the attack through a phone call to the police.  The explosion caused extensive damage to the bank as well as six buildings nearby. There were no casualties."
1128,1976,5,16,New York City,40.78306,-73.971249,Facility/Infrastructure Attack,Business,0.0,"5/16/1976: A group calling itself a secret anti-Castro Cuban army firebombed a Cuban social club in Manhattan, New York, United States.  The firebomb ignited but it is unknown if the club sustained any damages."
1129,1976,5,16,New York City,40.728224,-73.794852,Facility/Infrastructure Attack,Business,0.0,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the First National City Bank in Queens, New York, United States.  There were no casualties and the bank sustained minor damages."
1130,1976,5,16,New York City,40.728224,-73.794852,Facility/Infrastructure Attack,Business,0.0,"5/16/1976: In a series of two related attacks, the Jewish Militant group Save Our Israel Land firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties and the bank sustained minor damages."
1131,1976,6,1,New York City,40.728224,-73.794852,Facility/Infrastructure Attack,Business,0.0,"6/1/1976: An unknown Jewish militant group firebombed a branch of the Bankers Trust Company in Queens, New York, United States.  There were no casualties but two windows were shattered."
1132,1976,6,6,New York City,40.712784,-74.005941,Bombing/Explosion,Government (Diplomatic),0.0,
1133,1976,6,7,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the First National Bank of Chicago in Chicago, Illinois, United States.  The resulting explosion shattered windows, injuring five people."
1134,1976,6,7,Chicago,41.88415,-87.632409,Bombing/Explosion,Police,0.0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Police Headquarters in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage."
1135,1976,6,7,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the John Hancock Building in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage."
1136,1976,6,7,Chicago,41.88415,-87.632409,Bombing/Explosion,Business,0.0,"6/7/1976: In a series of the four related attacks, the Armed Forces for National Liberation (FALN) placed a bomb in a trash can outside of the Bank Leumi Le Israel in Chicago, Illinois, United States.  There were no casualties and the explosion caused minor damage."
1137,1976,6,9,Washington,38.890370000000004,-77.031959,Bombing/Explosion,Government (Diplomatic),0.0,
1138,1976,6,21,Lowell,42.64589,-71.312844,Bombing/Explosion,Government (General),0.0,
1139,1976,6,23,New York City,40.712784,-74.005941,Armed Assault,Airports & Aircraft,0.0,
1140,1976,6,24,Washington,38.890370000000004,-77.031959,Facility/Infrastructure Attack,Government (Diplomatic),0.0,
